Gene,Chromosome,Position,Score
RNU6ATAC,chr9,134164439,3.864000082015991
RNU6ATAC,chr9,134164440,6.688000202178955
RNU6ATAC,chr9,134164441,7.978000164031982
RNU6ATAC,chr9,134164442,6.111000061035156
RNU6ATAC,chr9,134164443,6.184999942779541
RNU6ATAC,chr9,134164444,3.3929998874664307
RNU6ATAC,chr9,134164445,-0.27300000190734863
RNU6ATAC,chr9,134164446,0.3179999887943268
RNU6ATAC,chr9,134164447,1.2829999923706055
RNU6ATAC,chr9,134164448,9.463000297546387
RNU6ATAC,chr9,134164449,6.330999851226807
RNU6ATAC,chr9,134164450,7.598999977111816
RNU6ATAC,chr9,134164451,5.859000205993652
RNU6ATAC,chr9,134164452,8.826000213623047
RNU6ATAC,chr9,134164453,7.525000095367432
RNU6ATAC,chr9,134164454,8.826000213623047
RNU6ATAC,chr9,134164455,7.598999977111816
RNU6ATAC,chr9,134164456,6.396999835968018
RNU6ATAC,chr9,134164457,5.658999919891357
RNU6ATAC,chr9,134164458,4.629000186920166
RNU6ATAC,chr9,134164459,8.826000213623047
RNU6ATAC,chr9,134164460,5.7729997634887695
RNU6ATAC,chr9,134164461,0.4779999852180481
RNU6ATAC,chr9,134164462,5.703000068664551
RNU6ATAC,chr9,134164463,5.8379998207092285
RNU6ATAC,chr9,134164464,9.463000297546387
RNU6ATAC,chr9,134164465,7.598999977111816
RNU6ATAC,chr9,134164466,8.61400032043457
RNU6ATAC,chr9,134164467,4.136000156402588
RNU6ATAC,chr9,134164468,9.310999870300293
RNU6ATAC,chr9,134164469,7.47599983215332
RNU6ATAC,chr9,134164470,9.310999870300293
RNU6ATAC,chr9,134164471,6.285999774932861
RNU6ATAC,chr9,134164472,7.370999813079834
RNU6ATAC,chr9,134164473,6.952000141143799
RNU6ATAC,chr9,134164474,3.9679999351501465
RNU6ATAC,chr9,134164475,7.47599983215332
RNU6ATAC,chr9,134164476,9.538999557495117
RNU6ATAC,chr9,134164477,7.551000118255615
RNU6ATAC,chr9,134164478,7.551000118255615
RNU6ATAC,chr9,134164479,7.6579999923706055
RNU6ATAC,chr9,134164480,5.927000045776367
RNU6ATAC,chr9,134164481,8.897000312805176
RNU6ATAC,chr9,134164482,8.897000312805176
RNU6ATAC,chr9,134164483,7.551000118255615
RNU6ATAC,chr9,134164484,5.784999847412109
RNU6ATAC,chr9,134164485,1.6710000038146973
RNU6ATAC,chr9,134164486,7.6579999923706055
RNU6ATAC,chr9,134164487,6.936999797821045
RNU6ATAC,chr9,134164488,7.6579999923706055
RNU6ATAC,chr9,134164489,2.7279999256134033
RNU6ATAC,chr9,134164490,0.7160000205039978
RNU6ATAC,chr9,134164491,9.538999557495117
RNU6ATAC,chr9,134164492,7.6579999923706055
RNU6ATAC,chr9,134164493,9.538999557495117
RNU6ATAC,chr9,134164494,7.6579999923706055
RNU6ATAC,chr9,134164495,7.6579999923706055
RNU6ATAC,chr9,134164496,7.607999801635742
RNU6ATAC,chr9,134164497,2.8589999675750732
RNU6ATAC,chr9,134164498,0.6570000052452087
RNU6ATAC,chr9,134164499,1.8300000429153442
RNU6ATAC,chr9,134164500,3.9809999465942383
RNU6ATAC,chr9,134164501,5.473999977111816
RNU6ATAC,chr9,134164502,2.881999969482422
RNU6ATAC,chr9,134164503,2.2200000286102295
RNU6ATAC,chr9,134164504,4.579999923706055
RNU6ATAC,chr9,134164505,0.21799999475479126
RNU6ATAC,chr9,134164506,1.9259999990463257
RNU6ATAC,chr9,134164507,6.394000053405762
RNU6ATAC,chr9,134164508,4.548999786376953
RNU6ATAC,chr9,134164509,2.8989999294281006
RNU6ATAC,chr9,134164510,4.748000144958496
RNU6ATAC,chr9,134164511,4.743000030517578
RNU6ATAC,chr9,134164512,3.119999885559082
RNU6ATAC,chr9,134164513,2.316999912261963
RNU6ATAC,chr9,134164514,4.723999977111816
RNU6ATAC,chr9,134164515,5.8520002365112305
RNU6ATAC,chr9,134164516,7.561999797821045
RNU6ATAC,chr9,134164517,5.839000225067139
RNU6ATAC,chr9,134164518,4.894000053405762
RNU6ATAC,chr9,134164519,7.63700008392334
RNU6ATAC,chr9,134164520,7.53000020980835
RNU6ATAC,chr9,134164521,4.718999862670898
RNU6ATAC,chr9,134164522,7.63700008392334
RNU6ATAC,chr9,134164523,7.63700008392334
RNU6ATAC,chr9,134164524,3.2790000438690186
RNU6ATAC,chr9,134164525,7.669000148773193
RNU6ATAC,chr9,134164526,4.693999767303467
RNU6ATAC,chr9,134164527,8.909000396728516
RNU6ATAC,chr9,134164528,7.116000175476074
RNU6ATAC,chr9,134164529,9.553000450134277
RNU6ATAC,chr9,134164530,9.553000450134277
RNU6ATAC,chr9,134164531,7.614999771118164
RNU6ATAC,chr9,134164532,7.7230000495910645
RNU6ATAC,chr9,134164533,8.909000396728516
RNU6ATAC,chr9,134164534,7.620999813079834
RNU6ATAC,chr9,134164535,7.669000148773193
RNU6ATAC,chr9,134164536,9.553000450134277
RNU6ATAC,chr9,134164537,5.8470001220703125
RNU6ATAC,chr9,134164538,7.669000148773193
RNU6ATAC,chr9,134164539,8.909000396728516
RNU6ATAC,chr9,134164540,6.9730000495910645
RNU6ATAC,chr9,134164541,7.561999797821045
RNU6ATAC,chr9,134164542,4.729000091552734
RNU6ATAC,chr9,134164543,7.669000148773193
RNU6ATAC,chr9,134164544,5.938000202178955
RNU6ATAC,chr9,134164545,7.561999797821045
RNU6ATAC,chr9,134164546,7.669000148773193
RNU6ATAC,chr9,134164547,7.561999797821045
RNU6ATAC,chr9,134164548,7.669000148773193
RNU6ATAC,chr9,134164549,5.839000225067139
RNU6ATAC,chr9,134164550,5.793000221252441
RNU6ATAC,chr9,134164551,7.669000148773193
RNU6ATAC,chr9,134164552,7.669000148773193
RNU6ATAC,chr9,134164553,7.64900016784668
RNU6ATAC,chr9,134164554,7.541999816894531
RNU6ATAC,chr9,134164555,7.10099983215332
RNU6ATAC,chr9,134164556,7.64900016784668
RNU6ATAC,chr9,134164557,8.885000228881836
RNU6ATAC,chr9,134164558,7.541999816894531
RNU6ATAC,chr9,134164559,6.955999851226807
RNU6ATAC,chr9,134164560,8.885000228881836
RNU6ATAC,chr9,134164561,5.807000160217285
RNU6ATAC,chr9,134164562,6.961999893188477
RNU6ATAC,chr9,134164563,4.434000015258789
RNU6ATAC,chr9,134164564,-3.2809998989105225
RNU6ATAC2P,chr5,56297564,1.8880000114440918
RNU6ATAC2P,chr5,56297565,3.6630001068115234
RNU6ATAC2P,chr5,56297566,6.591000080108643
RNU6ATAC2P,chr5,56297567,3.88700008392334
RNU6ATAC2P,chr5,56297568,4.938000202178955
RNU6ATAC2P,chr5,56297569,3.8429999351501465
RNU6ATAC2P,chr5,56297570,0.4009999930858612
RNU6ATAC2P,chr5,56297571,0.23000000417232513
RNU6ATAC2P,chr5,56297572,5.864999771118164
RNU6ATAC2P,chr5,56297573,5.394999980926514
RNU6ATAC2P,chr5,56297574,5.4730000495910645
RNU6ATAC2P,chr5,56297575,5.864999771118164
RNU6ATAC2P,chr5,56297576,4.229000091552734
RNU6ATAC2P,chr5,56297577,6.750999927520752
RNU6ATAC2P,chr5,56297578,5.390999794006348
RNU6ATAC2P,chr5,56297579,6.750999927520752
RNU6ATAC2P,chr5,56297580,5.864999771118164
RNU6ATAC2P,chr5,56297581,4.385000228881836
RNU6ATAC2P,chr5,56297582,4.172999858856201
RNU6ATAC2P,chr5,56297583,4.122000217437744
RNU6ATAC2P,chr5,56297584,3.9509999752044678
RNU6ATAC2P,chr5,56297585,4.168000221252441
RNU6ATAC2P,chr5,56297586,0.5600000023841858
RNU6ATAC2P,chr5,56297587,3.8469998836517334
RNU6ATAC2P,chr5,56297588,6.750999927520752
RNU6ATAC2P,chr5,56297589,5.497000217437744
RNU6ATAC2P,chr5,56297590,4.236999988555908
RNU6ATAC2P,chr5,56297591,5.059999942779541
RNU6ATAC2P,chr5,56297592,4.109000205993652
RNU6ATAC2P,chr5,56297593,7.2210001945495605
RNU6ATAC2P,chr5,56297594,5.864999771118164
RNU6ATAC2P,chr5,56297595,7.2210001945495605
RNU6ATAC2P,chr5,56297596,4.396999835968018
RNU6ATAC2P,chr5,56297597,4.172999858856201
RNU6ATAC2P,chr5,56297598,3.927999973297119
RNU6ATAC2P,chr5,56297599,1.8819999694824219
RNU6ATAC2P,chr5,56297600,5.864999771118164
RNU6ATAC2P,chr5,56297601,7.2210001945495605
RNU6ATAC2P,chr5,56297602,5.7820000648498535
RNU6ATAC2P,chr5,56297603,5.7820000648498535
RNU6ATAC2P,chr5,56297604,5.864999771118164
RNU6ATAC2P,chr5,56297605,4.241000175476074
RNU6ATAC2P,chr5,56297606,6.750999927520752
RNU6ATAC2P,chr5,56297607,6.750999927520752
RNU6ATAC2P,chr5,56297608,4.172999858856201
RNU6ATAC2P,chr5,56297609,1.8229999542236328
RNU6ATAC2P,chr5,56297610,0.14800000190734863
RNU6ATAC2P,chr5,56297611,3.196000099182129
RNU6ATAC2P,chr5,56297612,4.914999961853027
RNU6ATAC2P,chr5,56297613,4.25600004196167
RNU6ATAC2P,chr5,56297614,1.6720000505447388
RNU6ATAC2P,chr5,56297615,0.6990000009536743
RNU6ATAC2P,chr5,56297616,3.5339999198913574
RNU6ATAC2P,chr5,56297617,5.864999771118164
RNU6ATAC2P,chr5,56297618,7.2210001945495605
RNU6ATAC2P,chr5,56297619,5.864999771118164
RNU6ATAC2P,chr5,56297620,5.864999771118164
RNU6ATAC2P,chr5,56297621,5.400000095367432
RNU6ATAC2P,chr5,56297622,2.625999927520752
RNU6ATAC2P,chr5,56297623,2.4639999866485596
RNU6ATAC2P,chr5,56297624,0.04699999839067459
RNU6ATAC2P,chr5,56297625,2.3389999866485596
RNU6ATAC2P,chr5,56297626,7.2210001945495605
RNU6ATAC2P,chr5,56297627,2.7109999656677246
RNU6ATAC2P,chr5,56297628,1.253000020980835
RNU6ATAC2P,chr5,56297629,1.8170000314712524
RNU6ATAC2P,chr5,56297630,1.4700000286102295
RNU6ATAC2P,chr5,56297631,1.1319999694824219
RNU6ATAC2P,chr5,56297632,4.295000076293945
RNU6ATAC2P,chr5,56297633,4.392000198364258
RNU6ATAC2P,chr5,56297634,1.4179999828338623
RNU6ATAC2P,chr5,56297635,4.175000190734863
RNU6ATAC2P,chr5,56297636,5.7820000648498535
RNU6ATAC2P,chr5,56297637,1.281999945640564
RNU6ATAC2P,chr5,56297638,1.128000020980835
RNU6ATAC2P,chr5,56297639,4.186999797821045
RNU6ATAC2P,chr5,56297640,4.1570000648498535
RNU6ATAC2P,chr5,56297641,5.7820000648498535
RNU6ATAC2P,chr5,56297642,3.178999900817871
RNU6ATAC2P,chr5,56297643,2.325000047683716
RNU6ATAC2P,chr5,56297644,5.833000183105469
RNU6ATAC2P,chr5,56297645,5.750999927520752
RNU6ATAC2P,chr5,56297646,5.750999927520752
RNU6ATAC2P,chr5,56297647,5.833000183105469
RNU6ATAC2P,chr5,56297648,5.833000183105469
RNU6ATAC2P,chr5,56297649,1.6349999904632568
RNU6ATAC2P,chr5,56297650,5.864999771118164
RNU6ATAC2P,chr5,56297651,4.168000221252441
RNU6ATAC2P,chr5,56297652,6.750999927520752
RNU6ATAC2P,chr5,56297653,5.060999870300293
RNU6ATAC2P,chr5,56297654,7.2210001945495605
RNU6ATAC2P,chr5,56297655,7.2210001945495605
RNU6ATAC2P,chr5,56297656,4.377999782562256
RNU6ATAC2P,chr5,56297657,5.501999855041504
RNU6ATAC2P,chr5,56297658,6.750999927520752
RNU6ATAC2P,chr5,56297659,5.400000095367432
RNU6ATAC2P,chr5,56297660,4.24399995803833
RNU6ATAC2P,chr5,56297661,4.361999988555908
RNU6ATAC2P,chr5,56297662,3.190000057220459
RNU6ATAC2P,chr5,56297663,5.864999771118164
RNU6ATAC2P,chr5,56297664,6.750999927520752
RNU6ATAC2P,chr5,56297665,3.8589999675750732
RNU6ATAC2P,chr5,56297666,3.183000087738037
RNU6ATAC2P,chr5,56297667,3.1630001068115234
RNU6ATAC2P,chr5,56297668,5.864999771118164
RNU6ATAC2P,chr5,56297669,4.242000102996826
RNU6ATAC2P,chr5,56297670,5.7820000648498535
RNU6ATAC2P,chr5,56297671,4.249000072479248
RNU6ATAC2P,chr5,56297672,5.7820000648498535
RNU6ATAC2P,chr5,56297673,5.864999771118164
RNU6ATAC2P,chr5,56297674,4.168000221252441
RNU6ATAC2P,chr5,56297675,3.1050000190734863
RNU6ATAC2P,chr5,56297676,5.828000068664551
RNU6ATAC2P,chr5,56297677,5.956999778747559
RNU6ATAC2P,chr5,56297678,4.309000015258789
RNU6ATAC2P,chr5,56297679,3.263000011444092
RNU6ATAC2P,chr5,56297680,6.857999801635742
RNU6ATAC2P,chr5,56297681,4.327000141143799
RNU6ATAC2P,chr5,56297682,5.166999816894531
RNU6ATAC2P,chr5,56297683,5.913000106811523
RNU6ATAC2P,chr5,56297684,6.9070000648498535
RNU6ATAC2P,chr5,56297685,3.132999897003174
