Gene,Chromosome,Position,Score
VTRNA1-1,chr5,140711275,4.122000217437744
VTRNA1-1,chr5,140711276,-0.4779999852180481
VTRNA1-1,chr5,140711277,0.35199999809265137
VTRNA1-1,chr5,140711278,-0.06199999898672104
VTRNA1-1,chr5,140711279,2.5369999408721924
VTRNA1-1,chr5,140711280,1.7209999561309814
VTRNA1-1,chr5,140711281,3.194000005722046
VTRNA1-1,chr5,140711282,0.3269999921321869
VTRNA1-1,chr5,140711283,-0.5950000286102295
VTRNA1-1,chr5,140711284,1.9279999732971191
VTRNA1-1,chr5,140711285,3.8499999046325684
VTRNA1-1,chr5,140711286,2.625999927520752
VTRNA1-1,chr5,140711287,0.6790000200271606
VTRNA1-1,chr5,140711288,1.9429999589920044
VTRNA1-1,chr5,140711289,1.1979999542236328
VTRNA1-1,chr5,140711290,3.8499999046325684
VTRNA1-1,chr5,140711291,4.122000217437744
VTRNA1-1,chr5,140711292,0.08100000023841858
VTRNA1-1,chr5,140711293,0.7149999737739563
VTRNA1-1,chr5,140711294,2.6440000534057617
VTRNA1-1,chr5,140711295,1.9500000476837158
VTRNA1-1,chr5,140711296,1.9539999961853027
VTRNA1-1,chr5,140711297,-0.2720000147819519
VTRNA1-1,chr5,140711298,1.9170000553131104
VTRNA1-1,chr5,140711299,3.2690000534057617
VTRNA1-1,chr5,140711300,3.2690000534057617
VTRNA1-1,chr5,140711301,0.07599999755620956
VTRNA1-1,chr5,140711302,1.6959999799728394
VTRNA1-1,chr5,140711303,-0.007000000216066837
VTRNA1-1,chr5,140711304,-0.22100000083446503
VTRNA1-1,chr5,140711305,-0.21699999272823334
VTRNA1-1,chr5,140711306,-1.378000020980835
VTRNA1-1,chr5,140711307,-0.2800000011920929
VTRNA1-1,chr5,140711308,-2.694000005722046
VTRNA1-1,chr5,140711309,-0.6930000185966492
VTRNA1-1,chr5,140711310,0.6039999723434448
VTRNA1-1,chr5,140711311,-2.569000005722046
VTRNA1-1,chr5,140711312,-2.3949999809265137
VTRNA1-1,chr5,140711313,-2.190000057220459
VTRNA1-1,chr5,140711314,-1.5299999713897705
VTRNA1-1,chr5,140711315,-0.5360000133514404
VTRNA1-1,chr5,140711316,-0.8629999756813049
VTRNA1-1,chr5,140711317,-1.4700000286102295
VTRNA1-1,chr5,140711318,-5.301000118255615
VTRNA1-1,chr5,140711319,0.5320000052452087
VTRNA1-1,chr5,140711320,0.08699999749660492
VTRNA1-1,chr5,140711321,-2.2950000762939453
VTRNA1-1,chr5,140711322,-1.472000002861023
VTRNA1-1,chr5,140711323,-0.38499999046325684
VTRNA1-1,chr5,140711324,-1.3179999589920044
VTRNA1-1,chr5,140711325,-0.921999990940094
VTRNA1-1,chr5,140711326,0.2280000001192093
VTRNA1-1,chr5,140711327,-0.734000027179718
VTRNA1-1,chr5,140711328,-0.8640000224113464
VTRNA1-1,chr5,140711329,-0.14800000190734863
VTRNA1-1,chr5,140711330,-0.4880000054836273
VTRNA1-1,chr5,140711331,-1.8890000581741333
VTRNA1-1,chr5,140711332,0.11100000143051147
VTRNA1-1,chr5,140711333,-0.8050000071525574
VTRNA1-1,chr5,140711334,-1.2879999876022339
VTRNA1-1,chr5,140711335,-0.9879999756813049
VTRNA1-1,chr5,140711336,0.11500000208616257
VTRNA1-1,chr5,140711337,-0.057999998331069946
VTRNA1-1,chr5,140711338,-0.3529999852180481
VTRNA1-1,chr5,140711339,0.367000013589859
VTRNA1-1,chr5,140711340,0.5910000205039978
VTRNA1-1,chr5,140711341,1.1030000448226929
VTRNA1-1,chr5,140711342,1.8040000200271606
VTRNA1-1,chr5,140711343,1.781999945640564
VTRNA1-1,chr5,140711344,-0.42500001192092896
VTRNA1-1,chr5,140711345,0.9869999885559082
VTRNA1-1,chr5,140711346,1.7660000324249268
VTRNA1-1,chr5,140711347,-0.22499999403953552
VTRNA1-1,chr5,140711348,0.23100000619888306
VTRNA1-1,chr5,140711349,0.6060000061988831
VTRNA1-1,chr5,140711350,0.14399999380111694
VTRNA1-1,chr5,140711351,1.309000015258789
VTRNA1-1,chr5,140711352,-0.4320000112056732
VTRNA1-1,chr5,140711353,0.5019999742507935
VTRNA1-1,chr5,140711354,1.531999945640564
VTRNA1-1,chr5,140711355,2.1570000648498535
VTRNA1-1,chr5,140711356,0.45899999141693115
VTRNA1-1,chr5,140711357,0.902999997138977
VTRNA1-1,chr5,140711358,1.6619999408721924
VTRNA1-1,chr5,140711359,1.7269999980926514
VTRNA1-1,chr5,140711360,-1.2660000324249268
VTRNA1-1,chr5,140711361,-0.6159999966621399
VTRNA1-1,chr5,140711362,-0.15700000524520874
VTRNA1-1,chr5,140711363,0.28200000524520874
VTRNA1-1,chr5,140711364,-0.14399999380111694
VTRNA1-1,chr5,140711365,0.39500001072883606
VTRNA1-1,chr5,140711366,-2.492000102996826
VTRNA1-1,chr5,140711367,0.6800000071525574
VTRNA1-1,chr5,140711368,-0.3109999895095825
VTRNA1-1,chr5,140711369,1.9040000438690186
VTRNA1-1,chr5,140711370,1.1920000314712524
VTRNA1-1,chr5,140711371,-0.2669999897480011
VTRNA1-1,chr5,140711372,0.4970000088214874
VTRNA1-1,chr5,140711373,-0.41600000858306885
VTRNA1-2,chr5,140718925,2.947000026702881
VTRNA1-2,chr5,140718926,-0.3499999940395355
VTRNA1-2,chr5,140718927,0.16300000250339508
VTRNA1-2,chr5,140718928,0.5509999990463257
VTRNA1-2,chr5,140718929,1.5479999780654907
VTRNA1-2,chr5,140718930,1.5410000085830688
VTRNA1-2,chr5,140718931,2.2690000534057617
VTRNA1-2,chr5,140718932,-0.05299999937415123
VTRNA1-2,chr5,140718933,-1.812000036239624
VTRNA1-2,chr5,140718934,2.369999885559082
VTRNA1-2,chr5,140718935,2.756999969482422
VTRNA1-2,chr5,140718936,2.947000026702881
VTRNA1-2,chr5,140718937,0.5460000038146973
VTRNA1-2,chr5,140718938,2.369999885559082
VTRNA1-2,chr5,140718939,0.5669999718666077
VTRNA1-2,chr5,140718940,2.756999969482422
VTRNA1-2,chr5,140718941,2.947000026702881
VTRNA1-2,chr5,140718942,0.5389999747276306
VTRNA1-2,chr5,140718943,0.9599999785423279
VTRNA1-2,chr5,140718944,2.947000026702881
VTRNA1-2,chr5,140718945,0.5669999718666077
VTRNA1-2,chr5,140718946,2.369999885559082
VTRNA1-2,chr5,140718947,-0.13699999451637268
VTRNA1-2,chr5,140718948,1.1330000162124634
VTRNA1-2,chr5,140718949,2.369999885559082
VTRNA1-2,chr5,140718950,2.369999885559082
VTRNA1-2,chr5,140718951,0.12999999523162842
VTRNA1-2,chr5,140718952,1.309999942779541
VTRNA1-2,chr5,140718953,0.08399999886751175
VTRNA1-2,chr5,140718954,-2.4579999446868896
VTRNA1-2,chr5,140718955,-0.531000018119812
VTRNA1-2,chr5,140718956,-4.295000076293945
VTRNA1-2,chr5,140718957,-1.3890000581741333
VTRNA1-2,chr5,140718958,-2.3589999675750732
VTRNA1-2,chr5,140718959,-5.910999774932861
VTRNA1-2,chr5,140718960,-4.88100004196167
VTRNA1-2,chr5,140718961,-0.3529999852180481
VTRNA1-2,chr5,140718962,-5.177999973297119
VTRNA1-2,chr5,140718963,-0.06599999964237213
VTRNA1-2,chr5,140718964,-2.127000093460083
VTRNA1-2,chr5,140718965,-0.9670000076293945
VTRNA1-2,chr5,140718966,-0.699999988079071
VTRNA1-2,chr5,140718967,0.2460000067949295
VTRNA1-2,chr5,140718968,-0.8289999961853027
VTRNA1-2,chr5,140718969,-0.19099999964237213
VTRNA1-2,chr5,140718970,-0.7360000014305115
VTRNA1-2,chr5,140718971,-1.6629999876022339
VTRNA1-2,chr5,140718972,-0.20600000023841858
VTRNA1-2,chr5,140718973,-0.6340000033378601
VTRNA1-2,chr5,140718974,-1.5010000467300415
VTRNA1-2,chr5,140718975,-1.2660000324249268
VTRNA1-2,chr5,140718976,-0.7839999794960022
VTRNA1-2,chr5,140718977,-0.10700000077486038
VTRNA1-2,chr5,140718978,0.10300000011920929
VTRNA1-2,chr5,140718979,0.4269999861717224
VTRNA1-2,chr5,140718980,0.421999990940094
VTRNA1-2,chr5,140718981,1.0709999799728394
VTRNA1-2,chr5,140718982,1.0440000295639038
VTRNA1-2,chr5,140718983,0.4490000009536743
VTRNA1-2,chr5,140718984,0.11800000071525574
VTRNA1-2,chr5,140718985,0.04800000041723251
