Gene,Median_Conservation,Max_Conservation
RN7SKP1,0.21199999749660492,2.753000020980835
RN7SKP2,0.19499999284744263,0.2290000021457672
RN7SKP3,0.3050000071525574,0.5609999895095825
RN7SKP4,0.05250000022351742,2.302000045776367
RN7SKP5,0.21199999749660492,0.6880000233650208
RN7SKP6,0.19499999284744263,0.2290000021457672
RN7SKP7,0.21199999749660492,0.25200000405311584
RN7SKP8,0.12600000202655792,2.312000036239624
RN7SKP9,-0.1329999938607216,1.2170000076293943
RN7SKP10,0.23999999463558197,1.059999942779541
RN7SKP11,0.3050000071525574,1.825999975204468
RN7SKP12,0.734000027179718,1.6749999523162842
RN7SKP13,-0.08100000023841858,1.6109999418258667
RN7SKP14,0.30799999833106995,0.8820000290870667
RN7SKP15,-0.2580000013113022,1.284000039100647
RN7SKP16,0.21199999749660492,2.753000020980835
RN7SKP17,-0.019500000402331352,1.8730000257492063
RN7SKP18,0.1979999989271164,0.4370000064373016
RN7SKP19,0.30799999833106995,0.5690000057220459
RN7SKP20,0.2004999965429306,3.007999897003174
RN7SKP21,0.10700000077486038,2.180000066757202
RN7SKP22,0.1940000057220459,0.22699999809265137
RN7SKP23,-0.03099999949336052,2.375999927520752
RN7SKP24,-0.22850000113248825,2.4100000858306885
RN7SKP25,-0.0989999994635582,1.0160000324249268
RN7SKP26,0.19499999284744263,0.2290000021457672
RN7SKP27,0.44850000739097595,4.376999855041504
RN7SKP28,-0.07750000059604645,2.181999921798706
RN7SKP29,-0.07599999755620956,0.9300000071525574
RN7SKP30,0.3050000071525574,2.5799999237060547
RN7SKP31,0.23200000077486038,4.7870001792907715
RN7SKP32,0.2070000022649765,0.2440000027418137
RN7SKP33,0.30799999833106995,0.8930000066757202
RN7SKP34,-0.05999999865889549,3.4089999198913574
RN7SKP35,0.04100000113248825,3.3940000534057617
RN7SKP36,0.30799999833106995,0.5649999976158142
RN7SKP37,0.3050000071525574,0.5609999895095825
RN7SKP38,0.30799999833106995,0.3650000095367432
RN7SKP39,-0.003500000049825755,1.8350000381469729
RN7SKP40,0.5029999911785126,3.7939999103546143
RN7SKP42,-0.14750000089406967,2.197999954223633
RN7SKP43,0.0560000017285347,3.0299999713897705
RN7SKP44,0.28300000727176666,1.1990000009536743
RN7SKP45,0.3050000071525574,1.503000020980835
RN7SKP46,0.17299999296665192,3.630000114440918
RN7SKP47,-0.2590000033378601,1.687999963760376
RN7SKP48,0.3050000071525574,0.7820000052452087
RN7SKP49,0.05250000022351742,2.302000045776367
RN7SKP50,0.3050000071525574,2.196000099182129
RN7SKP51,0.05999999865889549,2.5439999103546143
RN7SKP52,0.2680000066757202,1.7450000047683716
RN7SKP53,-0.07900000363588333,2.3540000915527344
RN7SKP54,-0.1459999978542328,1.5099999904632568
RN7SKP55,0.21199999749660492,0.6880000233650208
RN7SKP56,-0.1289999932050705,1.9789999723434448
RN7SKP57,0.02099999971687793,2.263000011444092
RN7SKP58,0.3019999861717224,0.3580000102519989
