Gene,Chromosome,Position,Score
RNU11,chr1,28648600,8.23799991607666
RNU11,chr1,28648601,8.23799991607666
RNU11,chr1,28648602,8.23799991607666
RNU11,chr1,28648603,8.23799991607666
RNU11,chr1,28648604,8.836999893188477
RNU11,chr1,28648605,8.836999893188477
RNU11,chr1,28648606,8.836999893188477
RNU11,chr1,28648607,6.978000164031982
RNU11,chr1,28648608,5.165999889373779
RNU11,chr1,28648609,7.074999809265137
RNU11,chr1,28648610,4.083000183105469
RNU11,chr1,28648611,7.074999809265137
RNU11,chr1,28648612,7.020999908447266
RNU11,chr1,28648613,1.5260000228881836
RNU11,chr1,28648614,1.4429999589920044
RNU11,chr1,28648615,4.7230000495910645
RNU11,chr1,28648616,7.074999809265137
RNU11,chr1,28648617,6.99399995803833
RNU11,chr1,28648618,0.29499998688697815
RNU11,chr1,28648619,0.7699999809265137
RNU11,chr1,28648620,7.074999809265137
RNU11,chr1,28648621,4.681000232696533
RNU11,chr1,28648622,2.7850000858306885
RNU11,chr1,28648623,4.209000110626221
RNU11,chr1,28648624,8.23799991607666
RNU11,chr1,28648625,5.26200008392334
RNU11,chr1,28648626,5.752999782562256
RNU11,chr1,28648627,1.4279999732971191
RNU11,chr1,28648628,3.308000087738037
RNU11,chr1,28648629,0.20000000298023224
RNU11,chr1,28648630,0.36500000953674316
RNU11,chr1,28648631,4.86899995803833
RNU11,chr1,28648632,2.694999933242798
RNU11,chr1,28648633,4.61299991607666
RNU11,chr1,28648634,0.6779999732971191
RNU11,chr1,28648635,3.6610000133514404
RNU11,chr1,28648636,1.7389999628067017
RNU11,chr1,28648637,0.4350000023841858
RNU11,chr1,28648638,1.3209999799728394
RNU11,chr1,28648639,-0.6010000109672546
RNU11,chr1,28648640,-0.41999998688697815
RNU11,chr1,28648641,-1.8940000534057617
RNU11,chr1,28648642,0.012000000104308128
RNU11,chr1,28648643,0.7620000243186951
RNU11,chr1,28648644,3.5820000171661377
RNU11,chr1,28648645,0.004000000189989805
RNU11,chr1,28648646,0.9779999852180481
RNU11,chr1,28648647,-0.0820000022649765
RNU11,chr1,28648648,0.8859999775886536
RNU11,chr1,28648649,-3.555000066757202
RNU11,chr1,28648650,0.07800000160932541
RNU11,chr1,28648651,1.1779999732971191
RNU11,chr1,28648652,5.374000072479248
RNU11,chr1,28648653,6.998000144958496
RNU11,chr1,28648654,5.304999828338623
RNU11,chr1,28648655,8.836999893188477
RNU11,chr1,28648656,8.836999893188477
RNU11,chr1,28648657,8.23799991607666
RNU11,chr1,28648658,8.23799991607666
RNU11,chr1,28648659,7.074999809265137
RNU11,chr1,28648660,5.294000148773193
RNU11,chr1,28648661,8.836999893188477
RNU11,chr1,28648662,3.0510001182556152
RNU11,chr1,28648663,2.2769999504089355
RNU11,chr1,28648664,8.23799991607666
RNU11,chr1,28648665,7.074999809265137
RNU11,chr1,28648666,5.304999828338623
RNU11,chr1,28648667,8.23799991607666
RNU11,chr1,28648668,8.23799991607666
RNU11,chr1,28648669,8.836999893188477
RNU11,chr1,28648670,8.23799991607666
RNU11,chr1,28648671,8.836999893188477
RNU11,chr1,28648672,8.23799991607666
RNU11,chr1,28648673,7.074999809265137
RNU11,chr1,28648674,7.074999809265137
RNU11,chr1,28648675,7.074999809265137
RNU11,chr1,28648676,5.304999828338623
RNU11,chr1,28648677,8.807999610900879
RNU11,chr1,28648678,7.041999816894531
RNU11,chr1,28648679,6.449999809265137
RNU11,chr1,28648680,6.13100004196167
RNU11,chr1,28648681,8.807999610900879
RNU11,chr1,28648682,6.956999778747559
RNU11,chr1,28648683,4.355000019073486
RNU11,chr1,28648684,1.184999942779541
RNU11,chr1,28648685,8.211000442504883
RNU11,chr1,28648686,6.460999965667725
RNU11,chr1,28648687,2.3940000534057617
RNU11,chr1,28648688,7.053999900817871
RNU11,chr1,28648689,7.053999900817871
RNU11,chr1,28648690,7.053999900817871
RNU11,chr1,28648691,7.053999900817871
RNU11,chr1,28648692,3.4130001068115234
RNU11,chr1,28648693,2.8350000381469727
RNU11,chr1,28648694,-1.378999948501587
RNU11,chr1,28648695,-1.2389999628067017
RNU11,chr1,28648696,-3.378000020980835
RNU11,chr1,28648697,-5.142000198364258
RNU11,chr1,28648698,-3.378000020980835
RNU11,chr1,28648699,-0.5210000276565552
RNU11,chr1,28648700,5.48799991607666
RNU11,chr1,28648701,8.807999610900879
RNU11,chr1,28648702,5.677999973297119
RNU11,chr1,28648703,2.6110000610351562
RNU11,chr1,28648704,1.3899999856948853
RNU11,chr1,28648705,8.807999610900879
