Gene,Median_Conservation,Max_Conservation
RNU1-1,0.32899999618530273,0.593999981880188
RNU1-2,0.2840000092983246,0.335999995470047
RNU1-3,0.44600000977516174,0.5239999890327454
RNU1-4,0.26600000262260437,0.3140000104904175
RNU1-5P,0.30799999833106995,0.5920000076293945
RNU1-6P,0.296999990940094,0.5799999833106995
RNU1-7P,0.21400000154972076,0.6850000023841858
RNU1-8P,-0.04699999839067459,0.9890000224113464
RNU1-11P,-0.10200000181794167,0.7279999852180481
RNU1-14P,0.3050000071525574,0.6909999847412109
RNU1-15P,-0.13300000131130219,0.8429999947547913
RNU1-16P,0.30650000274181366,0.3650000095367432
RNU1-17P,-0.04699999839067459,1.0740000009536743
RNU1-18P,0.21400000154972076,1.4390000104904177
RNU1-19P,-0.02400000020861625,1.4639999866485596
RNU1-20P,-0.20099999755620956,1.343000054359436
RNU1-21P,0.24699999392032623,0.29100000858306885
RNU1-22P,-0.02899999916553497,0.949999988079071
RNU1-23P,0.30799999833106995,0.3650000095367432
RNU1-24P,-0.12399999797344208,1.284999966621399
RNU1-27P,0.8989999890327454,2.575000047683716
RNU1-28P,1.3259999752044678,2.6610000133514404
RNU1-29P,0.21199999749660492,0.24899999797344208
RNU1-30P,-0.23399999737739563,1.3730000257492063
RNU1-31P,-0.19200000166893005,1.0520000457763672
RNU1-32P,-0.02199999988079071,1.3930000066757202
RNU1-33P,-0.11400000005960464,1.2319999933242798
RNU1-34P,-0.29899999499320984,1.5190000534057615
RNU1-35P,-0.17399999499320984,1.340999960899353
RNU1-36P,0.29600000381469727,0.35100001096725464
RNU1-38P,0.3050000071525574,1.4240000247955322
RNU1-39P,-0.1340000033378601,2.989000082015991
RNU1-40P,-0.11650000140070915,2.617000102996826
RNU1-41P,0.005499999737367035,2.2760000228881836
RNU1-42P,0.2669999897480011,0.3149999976158142
RNU1-43P,-0.05499999970197677,1.0950000286102295
RNU1-44P,-0.2080000042915344,0.8100000023841858
RNU1-45P,0.2669999897480011,0.3149999976158142
RNU1-46P,0.025500000454485416,1.1430000066757202
RNU1-47P,0.28299999237060547,0.5680000185966492
