Gene,Chromosome,Position,Score
RN7SK,chr1,9947317,0.2290000021457672
RN7SK,chr1,9947318,0.2290000021457672
RN7SK,chr1,9947319,0.21799999475479126
RN7SK,chr1,9947320,0.19499999284744263
RN7SK,chr1,9947321,0.2290000021457672
RN7SK,chr1,9947322,0.19499999284744263
RN7SK,chr1,9947323,0.2290000021457672
RN7SK,chr1,9947324,0.21799999475479126
RN7SK,chr1,9947325,0.2290000021457672
RN7SK,chr1,9947326,0.2290000021457672
RN7SK,chr1,9947327,0.2290000021457672
RN7SK,chr1,9947328,0.19300000369548798
RN7SK,chr1,9947329,0.21799999475479126
RN7SK,chr1,9947330,0.21799999475479126
RN7SK,chr1,9947331,-1.1729999780654907
RN7SK,chr1,9947332,0.19300000369548798
RN7SK,chr1,9947333,0.19499999284744263
RN7SK,chr1,9947334,0.2290000021457672
RN7SK,chr1,9947335,0.2290000021457672
RN7SK,chr1,9947336,0.19300000369548798
RN7SK,chr1,9947337,0.19499999284744263
RN7SK,chr1,9947338,0.2290000021457672
RN7SK,chr1,9947339,0.19499999284744263
RN7SK,chr1,9947340,0.2290000021457672
RN7SK,chr1,9947341,0.21799999475479126
RN7SK,chr1,9947342,0.19300000369548798
RN7SK,chr1,9947343,-2.194000005722046
RN7SK,chr1,9947344,0.19499999284744263
RN7SK,chr1,9947345,0.19300000369548798
RN7SK,chr1,9947346,-1.0210000276565552
RN7SK,chr1,9947347,0.19300000369548798
RN7SK,chr1,9947348,0.19499999284744263
RN7SK,chr1,9947349,0.19300000369548798
RN7SK,chr1,9947350,0.21799999475479126
RN7SK,chr1,9947351,0.19300000369548798
RN7SK,chr1,9947352,0.19300000369548798
RN7SK,chr1,9947353,0.19300000369548798
RN7SK,chr1,9947354,0.19300000369548798
RN7SK,chr1,9947355,-0.8999999761581421
RN7SK,chr1,9947356,0.19499999284744263
RN7SK,chr1,9947357,0.19499999284744263
RN7SK,chr1,9947358,0.2290000021457672
RN7SK,chr1,9947359,0.21799999475479126
RN7SK,chr1,9947360,0.19499999284744263
RN7SK,chr1,9947361,0.19300000369548798
RN7SK,chr1,9947362,0.21799999475479126
RN7SK,chr1,9947363,0.19300000369548798
RN7SK,chr1,9947364,0.19300000369548798
RN7SK,chr1,9947365,-0.9440000057220459
RN7SK,chr1,9947366,0.2290000021457672
RN7SK,chr1,9947367,0.2290000021457672
RN7SK,chr1,9947368,0.2290000021457672
RN7SK,chr1,9947369,0.19499999284744263
RN7SK,chr1,9947370,0.19499999284744263
RN7SK,chr1,9947371,0.2290000021457672
RN7SK,chr1,9947372,0.21799999475479126
