Gene,Chromosome,Position,Score
RNY1,chr7,148987136,2.4119999408721924
RNY1,chr7,148987137,2.4119999408721924
RNY1,chr7,148987138,2.4119999408721924
RNY1,chr7,148987139,2.5759999752044678
RNY1,chr7,148987140,1.1799999475479126
RNY1,chr7,148987141,2.0490000247955322
RNY1,chr7,148987142,0.3799999952316284
RNY1,chr7,148987143,2.4119999408721924
RNY1,chr7,148987144,2.5759999752044678
RNY1,chr7,148987145,2.072999954223633
RNY1,chr7,148987146,2.0490000247955322
RNY1,chr7,148987147,1.1440000534057617
RNY1,chr7,148987148,2.4119999408721924
RNY1,chr7,148987149,1.315000057220459
RNY1,chr7,148987150,2.072999954223633
RNY1,chr7,148987151,2.5759999752044678
RNY1,chr7,148987152,0.8870000243186951
RNY1,chr7,148987153,2.4119999408721924
RNY1,chr7,148987154,2.5759999752044678
RNY1,chr7,148987155,2.072999954223633
RNY1,chr7,148987156,2.4119999408721924
RNY1,chr7,148987157,2.5759999752044678
RNY1,chr7,148987158,2.072999954223633
RNY1,chr7,148987159,2.5759999752044678
RNY1,chr7,148987160,2.4119999408721924
RNY1,chr7,148987161,1.284000039100647
RNY1,chr7,148987162,1.1829999685287476
RNY1,chr7,148987163,2.4119999408721924
RNY1,chr7,148987164,2.5759999752044678
RNY1,chr7,148987165,2.5759999752044678
RNY1,chr7,148987166,2.5759999752044678
RNY1,chr7,148987167,1.315000057220459
RNY1,chr7,148987168,2.5759999752044678
RNY1,chr7,148987169,2.5759999752044678
RNY1,chr7,148987170,0.49399998784065247
RNY1,chr7,148987171,0.6110000014305115
RNY1,chr7,148987172,1.0440000295639038
RNY1,chr7,148987173,0.5569999814033508
RNY1,chr7,148987174,0.5809999704360962
RNY1,chr7,148987175,0.6549999713897705
RNY1,chr7,148987176,2.069999933242798
RNY1,chr7,148987177,0.9800000190734863
RNY1,chr7,148987178,0.6690000295639038
RNY1,chr7,148987179,1.1510000228881836
RNY1,chr7,148987180,1.1890000104904175
RNY1,chr7,148987181,0.3490000069141388
RNY1,chr7,148987182,-0.8330000042915344
RNY1,chr7,148987183,2.4119999408721924
RNY1,chr7,148987184,2.5759999752044678
RNY1,chr7,148987185,1.3309999704360962
RNY1,chr7,148987186,1.1690000295639038
RNY1,chr7,148987187,0.6830000281333923
RNY1,chr7,148987188,0.33500000834465027
RNY1,chr7,148987189,2.072999954223633
RNY1,chr7,148987190,2.0490000247955322
RNY1,chr7,148987191,-0.2329999953508377
RNY1,chr7,148987192,1.1510000228881836
RNY1,chr7,148987193,-0.14900000393390656
RNY1,chr7,148987194,2.0490000247955322
RNY1,chr7,148987195,2.072999954223633
RNY1,chr7,148987196,2.5759999752044678
RNY1,chr7,148987197,2.072999954223633
RNY1,chr7,148987198,0.5239999890327454
RNY1,chr7,148987199,1.1890000104904175
RNY1,chr7,148987200,2.0490000247955322
RNY1,chr7,148987201,0.9039999842643738
RNY1,chr7,148987202,2.5759999752044678
RNY1,chr7,148987203,2.4119999408721924
RNY1,chr7,148987204,2.0490000247955322
RNY1,chr7,148987205,2.072999954223633
RNY1,chr7,148987206,1.1950000524520874
RNY1,chr7,148987207,2.072999954223633
RNY1,chr7,148987208,2.4760000705718994
RNY1,chr7,148987209,1.1549999713897705
RNY1,chr7,148987210,0.6039999723434448
RNY1,chr7,148987211,2.0490000247955322
RNY1,chr7,148987212,2.4119999408721924
RNY1,chr7,148987213,1.1419999599456787
RNY1,chr7,148987214,0.3779999911785126
RNY1,chr7,148987215,2.0490000247955322
RNY1,chr7,148987216,2.4119999408721924
RNY1,chr7,148987217,0.1720000058412552
RNY1,chr7,148987218,0.8999999761581421
RNY1,chr7,148987219,2.072999954223633
RNY1,chr7,148987220,1.3209999799728394
RNY1,chr7,148987221,0.527999997138977
RNY1,chr7,148987222,1.3200000524520874
RNY1,chr7,148987223,2.4119999408721924
RNY1,chr7,148987224,0.9039999842643738
RNY1,chr7,148987225,0.5550000071525574
RNY1,chr7,148987226,1.1829999685287476
RNY1,chr7,148987227,2.0490000247955322
RNY1,chr7,148987228,0.9150000214576721
RNY1,chr7,148987229,2.0490000247955322
RNY1,chr7,148987230,2.4119999408721924
RNY1,chr7,148987231,2.0490000247955322
RNY1,chr7,148987232,2.072999954223633
RNY1,chr7,148987233,2.4119999408721924
RNY1,chr7,148987234,2.0490000247955322
RNY1,chr7,148987235,0.3580000102519989
RNY1,chr7,148987236,2.072999954223633
RNY1,chr7,148987237,0.9089999794960022
RNY1,chr7,148987238,2.0490000247955322
RNY1,chr7,148987239,2.5759999752044678
RNY1,chr7,148987240,2.5759999752044678
RNY1,chr7,148987241,2.4119999408721924
RNY1,chr7,148987242,2.0490000247955322
RNY1,chr7,148987243,2.0490000247955322
RNY1,chr7,148987244,2.4119999408721924
RNY1,chr7,148987245,2.5759999752044678
RNY1,chr7,148987246,0.8679999709129333
RNY1,chr7,148987247,0.3720000088214874
RNY1,chr7,148987248,-2.8269999027252197
RNY1P1,chr13,27402476,0.2930000126361847
RNY1P1,chr13,27402477,0.2930000126361847
RNY1P1,chr13,27402478,-2.874000072479248
RNY1P1,chr13,27402479,-1.6510000228881836
RNY1P1,chr13,27402480,-0.2849999964237213
RNY1P1,chr13,27402481,0.4749999940395355
RNY1P1,chr13,27402482,-0.3529999852180481
RNY1P1,chr13,27402483,0.5410000085830688
RNY1P1,chr13,27402484,0.6309999823570251
RNY1P1,chr13,27402485,-0.2759999930858612
RNY1P1,chr13,27402486,-0.2809999883174896
RNY1P1,chr13,27402487,0.5979999899864197
RNY1P1,chr13,27402488,-0.35899999737739563
RNY1P1,chr13,27402489,0.6309999823570251
RNY1P1,chr13,27402490,0.5320000052452087
RNY1P1,chr13,27402491,-0.17800000309944153
RNY1P1,chr13,27402492,0.5270000100135803
RNY1P1,chr13,27402493,-0.3720000088214874
RNY1P1,chr13,27402494,-0.15700000524520874
RNY1P1,chr13,27402495,0.6309999823570251
RNY1P1,chr13,27402496,-0.13199999928474426
RNY1P1,chr13,27402497,-0.9290000200271606
RNY1P1,chr13,27402498,0.574999988079071
RNY1P1,chr13,27402499,-0.28200000524520874
RNY1P1,chr13,27402500,-0.18000000715255737
RNY1P1,chr13,27402501,-0.15199999511241913
RNY1P1,chr13,27402502,-1.0850000381469727
RNY1P1,chr13,27402503,-0.13199999928474426
RNY1P1,chr13,27402504,0.6880000233650208
RNY1P1,chr13,27402505,-0.28200000524520874
RNY1P1,chr13,27402506,0.6510000228881836
RNY1P1,chr13,27402507,-0.2849999964237213
RNY1P1,chr13,27402508,-0.8550000190734863
RNY1P1,chr13,27402509,0.5979999899864197
RNY1P1,chr13,27402510,-0.8389999866485596
RNY1P1,chr13,27402511,-0.29499998688697815
RNY1P1,chr13,27402512,-0.675000011920929
RNY1P1,chr13,27402513,0.6380000114440918
RNY1P1,chr13,27402514,-0.8230000138282776
RNY1P1,chr13,27402515,-0.15399999916553497
RNY1P1,chr13,27402516,-0.1979999989271164
RNY1P1,chr13,27402517,-0.13699999451637268
RNY1P1,chr13,27402518,-1.6349999904632568
RNY1P1,chr13,27402519,-0.07999999821186066
RNY1P1,chr13,27402520,-1.3890000581741333
RNY1P1,chr13,27402521,-0.32199999690055847
RNY1P1,chr13,27402522,0.7789999842643738
RNY1P1,chr13,27402523,-0.014000000432133675
RNY1P1,chr13,27402524,-0.5609999895095825
RNY1P1,chr13,27402525,-0.1809999942779541
RNY1P1,chr13,27402526,-0.004000000189989805
RNY1P1,chr13,27402527,-1.0880000591278076
RNY1P1,chr13,27402528,-0.050999999046325684
RNY1P1,chr13,27402529,-1.2489999532699585
RNY1P1,chr13,27402530,-0.12800000607967377
RNY1P1,chr13,27402531,-0.06300000101327896
RNY1P1,chr13,27402532,-0.6809999942779541
RNY1P1,chr13,27402533,-1.7790000438690186
RNY1P1,chr13,27402534,-0.597000002861023
RNY1P1,chr13,27402535,-0.04600000008940697
RNY1P1,chr13,27402536,-0.08100000023841858
RNY1P1,chr13,27402537,-0.029999999329447746
RNY1P1,chr13,27402538,-1.0329999923706055
RNY1P1,chr13,27402539,-1.0859999656677246
RNY1P1,chr13,27402540,0.6899999976158142
