Gene,Median_Conservation,Max_Conservation
RNU5A-1,0.6834999918937683,1
RNU5A-2P,0.2070000022649765,0.335999995470047
RNU5A-3P,0.04299999959766865,0.42800000309944153
RNU5A-4P,0.02800000086426735,0.1169999986886978
RNU5A-5P,0.1290000006556511,0.6610000133514404
RNU5A-6P,0.00700000021606683,0.06499999761581421
RNU5A-7P,0.07149999961256981,0.6389999985694885
RNU5A-8P,0.0025000000605359647,0.7730000019073486
RNU5B-1,1,1
RNU5B-2P,0.15800000727176666,0.7450000047683716
RNU5B-3P,0.00700000021606683,0.4120000004768371
RNU5B-4P,0.22100000083446503,0.972000002861023
RNU5B-5P,0.9980000257492064,1
RNU5B-6P,0.4989999979734421,0.5889999866485596
RNU5D-1,0.9054999947547913,1
RNU5D-2P,0.19849999994039536,0.21199999749660492
RNU5E-1,0.8330000042915344,1
RNU5E-10P,0.11900000274181366,0.28299999237060547
RNU5E-2P,0.0689999982714653,0.16699999570846558
RNU5E-3P,0.16200000047683716,0.3650000095367432
RNU5E-4P,0,0.05000000074505806
RNU5E-5P,0.09349999949336052,0.25600001215934753
RNU5E-6P,0.0040000001899898,0.8289999961853027
RNU5E-7P,0.7710000276565552,0.925000011920929
RNU5E-8P,0.02199999988079071,0.13500000536441803
RNU5E-9P,0.5569999814033508,0.9480000138282776
RNU5F-1,0.0020000000949949,0.29499998688697815
RNU5F-2P,0.00700000021606683,0.09200000017881392
RNU5F-3P,0.0040000001899898,0.07500000298023224
RNU5F-4P,0.00700000021606683,0.21400000154972076
RNU5F-5P,0.07900000363588333,0.18299999833106995
RNU5F-6P,0.21450000256299973,0.3160000145435333
RNU5F-7P,0.33799999952316284,0.9039999842643738
RNU5F-8P,0.0130000002682209,0.5379999876022339
