Gene,Median_Conservation,Max_Conservation
RNU1-1,0.9964999854564667,0.9980000257492064
RNU1-2,0.9879999756813048,0.9950000047683716
RNU1-3,0.14549999684095383,0.9010000228881836
RNU1-4,0.02850000001490116,0.7039999961853027
RNU1-5P,0.00300000002607703,0.03500000014901161
RNU1-6P,0.005499999970197675,0.06400000303983688
RNU1-7P,0.15950000286102295,0.5090000033378601
RNU1-8P,0.0089999996125698,0.6290000081062317
RNU1-11P,0.0040000001899898,0.10599999874830246
RNU1-14P,0.00300000002607703,0.04699999839067459
RNU1-15P,0.03400000184774399,0.48500001430511475
RNU1-16P,0.0089999996125698,0.05299999937415123
RNU1-17P,0.05250000022351742,0.22300000488758087
RNU1-18P,0.01600000075995922,0.1379999965429306
RNU1-19P,0.01499999966472387,0.119999997317791
RNU1-20P,0.02400000020861625,0.718999981880188
RNU1-21P,0.01400000043213367,0.09399999678134918
RNU1-22P,0.00949999969452619,0.04399999976158142
RNU1-23P,0.004500000039115545,0.125
RNU1-24P,0.01999999955296516,0.6309999823570251
RNU1-27P,0.346000000834465,0.9959999918937684
RNU1-28P,0.4385000020265579,0.9980000257492064
RNU1-29P,0.01799999922513961,0.1550000011920929
RNU1-30P,0.00999999977648258,0.07900000363588333
RNU1-31P,0.00800000037997961,0.08299999684095383
RNU1-32P,0.0130000002682209,0.23899999260902405
RNU1-33P,0.00499999988824129,0.18799999356269836
RNU1-34P,0.00499999988824129,0.16300000250339508
RNU1-35P,0.00700000021606683,0.2759999930858612
RNU1-36P,0.07800000160932541,0.5609999895095825
RNU1-38P,0.022499999962747097,0.5019999742507935
RNU1-39P,0.01499999966472387,0.21299999952316284
RNU1-40P,0.01400000043213367,0.04600000008940697
RNU1-41P,0.00800000037997961,0.05999999865889549
RNU1-42P,0.0260000005364418,0.6790000200271606
RNU1-43P,0.00999999977648258,0.3019999861717224
RNU1-44P,0.01499999966472387,0.27799999713897705
RNU1-45P,0.03500000014901161,0.6800000071525574
RNU1-46P,0.00600000005215406,0.07599999755620956
RNU1-47P,0.00999999977648258,0.7110000252723694
RNU1-48P,0.0040000001899898,0.06599999964237213
RNU1-49P,0.0020000000949949,0.02500000037252903
RNU1-51P,0.00999999977648258,0.4950000047683716
RNU1-52P,0.02800000086426735,0.28999999165534973
RNU1-54P,0.5575000047683716,0.962000012397766
RNU1-55P,0.01799999922513961,0.16099999845027924
RNU1-56P,0.07199999690055847,0.5379999876022339
RNU1-57P,0.02700000070035457,0.9769999980926514
RNU1-58P,0.04800000041723251,0.3230000138282776
RNU1-61P,0.0020000000949949,0.16500000655651093
RNU1-62P,0.0089999996125698,0.5460000038146973
RNU1-63P,0.00999999977648258,0.2080000042915344
RNU1-64P,0.07699999958276749,0.6660000085830688
RNU1-65P,0.00100000004749745,0.03299999982118606
RNU1-67P,0.06850000098347664,0.42100000381469727
RNU1-68P,0.004500000039115545,0.0729999989271164
RNU1-70P,0.004500000039115545,0.5080000162124634
RNU1-72P,0.02700000070035457,0.6370000243186951
RNU1-73P,0.01099999994039535,0.28299999237060547
RNU1-74P,0.03099999949336052,0.1469999998807907
RNU1-75P,0.0020000000949949,0.04899999871850014
RNU1-76P,0.01499999966472387,0.335999995470047
RNU1-77P,0.0689999982714653,0.4379999935626984
RNU1-78P,0.00300000002607703,0.03099999949336052
RNU1-79P,0.00100000004749745,0.09000000357627869
RNU1-80P,0.0040000001899898,0.04100000113248825
RNU1-82P,0.00999999977648258,0.11900000274181366
RNU1-83P,0.00800000037997961,0.18000000715255737
RNU1-84P,0.06300000101327896,0.2590000033378601
RNU1-86P,0.0020000000949949,0.02199999988079071
RNU1-88P,0.22849999368190765,0.6100000143051147
RNU1-89P,0.02400000020861625,0.22200000286102295
RNU1-91P,0.0020000000949949,0.01999999955296516
RNU1-93P,0.01999999955296516,0.28600001335144043
RNU1-94P,0.05900000035762787,0.36000001430511475
RNU1-95P,0.1785000041127205,0.3059999942779541
RNU1-96P,0.07099999859929085,0.4009999930858612
RNU1-97P,0.2290000021457672,0.3240000009536743
RNU1-98P,0.00750000029802322,0.19699999690055847
RNU1-100P,0.0040000001899898,0.03799999877810478
RNU1-101P,0.00600000005215406,0.07000000029802322
RNU1-103P,0.01400000043213367,0.12300000339746477
RNU1-104P,0.00600000005215406,0.06599999964237213
RNU1-105P,0.00300000002607703,0.02099999971687793
RNU1-107P,0.00600000005215406,0.02300000004470348
RNU1-108P,0.0020000000949949,0.05999999865889549
RNU1-109P,0.0089999996125698,0.2529999911785126
RNU1-112P,0.07750000059604645,0.7879999876022339
RNU1-114P,0.00100000004749745,0.06199999898672104
RNU1-115P,0.6124999821186066,0.9580000042915344
RNU1-116P,0.00300000002607703,0.05700000002980232
RNU1-117P,0.00999999977648258,0.5090000033378601
RNU1-119P,0.0020000000949949,0.01700000092387199
RNU1-123P,0.00499999988824129,0.193000003695488
RNU1-124P,0.05900000035762787,0.2529999911785126
RNU1-125P,0.01899999938905239,0.05799999833106994
RNU1-128P,0.1850000023841858,0.2980000078678131
RNU1-129P,0.00300000002607703,0.04899999871850014
RNU1-130P,0.01099999994039535,0.4429999887943268
RNU1-131P,0.00499999988824129,0.5149999856948853
RNU1-132P,0.0040000001899898,0.16099999845027924
RNU1-133P,0.09000000357627869,0.3479999899864197
RNU1-134P,0.01200000010430812,0.0430000014603138
RNU1-136P,0.0130000002682209,0.08100000023841858
RNU1-138P,0.01700000092387199,0.257999986410141
RNU1-139P,0.01099999994039535,0.05499999970197677
RNU1-140P,0.02899999916553497,0.6039999723434448
RNU1-141P,0.01200000010430812,0.1940000057220459
RNU1-142P,0.01899999938905239,0.7390000224113464
RNU1-143P,0.00600000005215406,0.04800000041723251
RNU1-146P,0.08100000023841858,0.912999987602234
RNU1-148P,0.21450000256299973,0.625
RNU1-149P,0.01099999994039535,0.05099999904632568
RNU1-150P,0.0020000000949949,0.16099999845027924
RNU1-151P,0.00600000005215406,0.1889999955892563
RNU1-153P,0.00600000005215406,0.11599999666213988
RNU1-154P,0.0020000000949949,0.03099999949336052
RNU1-155P,0.00100000004749745,0.00499999988824129
