Gene,Median_Conservation,Max_Conservation
VTRNA3-1P,0.03700000047683716,0.2980000078678131
VTRNA2-2P,0.00499999988824129,0.1899999976158142
MT-TA,0.01099999994039535,0.8510000109672546
MT-TC,0.0025000000605359647,0.8320000171661377
MT-TD,0.008499999996274706,0.3160000145435333
MT-TE,0.00100000004749745,0.16899999976158142
MT-TF,0.03200000151991844,0.9459999799728394
MT-TG,0.00100000004749745,0.05900000035762787
MT-TH,0.0020000000949949,0.03599999845027923
MT-TI,0.8040000200271606,1
MT-TK,0.00100000004749745,0.9980000257492064
MT-TL1,0.00600000005215406,0.8149999976158142
MT-TL2,0.13600000739097595,0.9980000257492064
MT-TM,0.9735000133514404,0.9980000257492064
MT-TN,0.00499999988824129,0.930999994277954
MT-TP,0.003500000108033415,0.08699999749660492
MT-TQ,0.003500000108033415,0.4740000069141388
MT-TR,0.04100000113248825,0.9279999732971193
MT-TS1,0.00499999988824129,0.9390000104904176
MT-TS2,0.00100000004749745,0.23499999940395355
MT-TT,0.00100000004749745,0.17399999499320984
MT-TV,0.00100000004749745,0.15299999713897705
MT-TW,0.01499999966472387,0.9739999771118164
MT-TY,0.034499999135732644,0.5509999990463257
NMTRL-TAA2-1,0.17800000309944153,0.5109999775886536
NMTRL-TAA3-1,0.02099999971687793,0.08399999886751175
NMTRL-TAA5-1,0.119999997317791,0.5199999809265137
NMTRL-TAA6-1,0.04199999943375587,0.335999995470047
NMTRP-TGG1-1,0.05100000090897083,0.24300000071525577
NMTRQ-CTG1-1,0.0820000022649765,0.2919999957084656
NMTRQ-TTG1-1,0.07899999991059303,0.33000001311302185
NMTRQ-TTG2-1,0.13899999856948853,0.27000001072883606
NMTRQ-TTG4-1,0.023500000126659863,0.6200000047683716
NMTRQ-TTG6-1,0.16899999976158142,0.8840000033378601
NMTRQ-TTG7-1,0.12400000169873238,0.7210000157356262
NMTRQ-TTG8-1,0.01200000010430812,0.10899999737739564
NMTRQ-TTG9-1,0.05100000090897083,0.2630000114440918
NMTRQ-TTG10-1,0.01800000015646219,0.090999998152256
NMTRQ-TTG11-1,0.01799999922513961,0.37299999594688416
NMTRQ-TTG12-1,0.06300000101327896,0.16099999845027924
NMTRQ-TTG13-1,0.14300000667572021,0.7360000014305115
NMTRQ-TTG15-1,0.00750000029802322,0.04399999976158142
NMTRS-TGA2-1,0.12999999895691872,0.6159999966621399
NMTRS-TGA3-1,0.781000018119812,0.996999979019165
NMTRV-TAC1-1,0.00700000021606683,0.01600000075995922
TRA-AGC1-1,0.019499999471008778,0.14399999380111694
TRA-AGC2-1,1,1
TRA-AGC2-2,1,1
TRA-AGC3-1,0.9929999709129332,1
TRA-AGC4-1,1,1
TRA-AGC5-1,0.9010000228881836,0.9950000047683716
TRA-AGC6-1,0.12150000035762788,0.1899999976158142
TRA-AGC7-1,0.8584999740123749,0.9769999980926514
TRA-AGC8-1,1,1
TRA-AGC8-2,1,1
TRA-AGC9-1,0.10700000077486038,0.9950000047683716
TRA-AGC10-1,0.7940000295639038,0.9679999947547911
TRA-AGC11-1,0.9929999709129332,1
TRA-AGC12-1,0.31200000643730164,0.7070000171661377
TRA-AGC12-3,0.23800000548362732,0.3400000035762787
TRA-AGC13-2,0.9390000104904176,0.9890000224113464
TRA-AGC14-1,0.925000011920929,0.996999979019165
TRA-AGC14-2,0.975000023841858,0.9980000257492064
TRA-AGC15-1,0.10100000351667404,0.31299999356269836
TRA-AGC24-1,0.746999979019165,0.8519999980926514
TRA-CGC1-1,1,1
TRA-CGC2-1,1,1
TRA-CGC3-1,1,1
TRA-CGC4-1,0.17249999940395355,0.977999985218048
TRA-CGC5-1,0.0040000001899898,0.6980000138282776
TRA-TGC1-1,0.0089999996125698,0.3009999990463257
TRA-TGC2-1,0.5884999930858612,0.9980000257492064
TRA-TGC3-1,1,1
TRA-TGC3-2,1,1
TRA-TGC4-1,0.996999979019165,0.9990000128746032
TRA-TGC5-1,0.8429999947547913,0.9990000128746032
TRA-TGC6-1,0.9480000138282776,0.996999979019165
TRA-TGC7-1,0.9330000281333924,0.9980000257492064
TRA-TGC10-1,0.01200000010430812,0.13699999451637268
TRC-GCA1-1,0.9980000257492064,1
TRC-GCA2-1,1,1
TRC-GCA2-2,1,1
TRC-GCA2-3,1,1
TRC-GCA2-4,1,1
TRC-GCA3-1,0.9940000176429749,1
TRC-GCA4-1,1,1
TRC-GCA5-1,0.02099999971687793,0.08299999684095383
TRC-GCA6-1,1,1
TRC-GCA7-1,0.14100000262260437,0.16599999368190765
TRC-GCA8-1,0.8865000009536743,0.9100000262260436
TRC-GCA9-1,1,1
TRC-GCA9-2,0.9905000030994415,1
TRC-GCA9-3,0.9980000257492064,1
TRC-GCA9-4,0.9929999709129332,1
TRC-GCA10-1,0.9860000014305116,0.9990000128746032
