Gene,Chromosome,Position,Score
RNU4-1,chr12,120293097,0.9829999804496765
RNU4-1,chr12,120293098,0.984000027179718
RNU4-1,chr12,120293099,0.984000027179718
RNU4-1,chr12,120293100,0.9819999933242798
RNU4-1,chr12,120293101,0.9739999771118164
RNU4-1,chr12,120293102,0.9480000138282776
RNU4-1,chr12,120293103,0.9409999847412109
RNU4-1,chr12,120293104,0.9570000171661377
RNU4-1,chr12,120293105,0.9739999771118164
RNU4-1,chr12,120293106,0.9919999837875366
RNU4-1,chr12,120293107,0.996999979019165
RNU4-1,chr12,120293108,0.9980000257492065
RNU4-1,chr12,120293109,0.9980000257492065
RNU4-1,chr12,120293110,1.0
RNU4-1,chr12,120293111,1.0
RNU4-1,chr12,120293112,1.0
RNU4-1,chr12,120293113,1.0
RNU4-1,chr12,120293114,1.0
RNU4-1,chr12,120293115,1.0
RNU4-1,chr12,120293116,1.0
RNU4-1,chr12,120293117,1.0
RNU4-1,chr12,120293118,1.0
RNU4-1,chr12,120293119,0.9990000128746033
RNU4-1,chr12,120293120,0.996999979019165
RNU4-1,chr12,120293121,0.9890000224113464
RNU4-1,chr12,120293122,0.968999981880188
RNU4-1,chr12,120293123,0.9179999828338623
RNU4-1,chr12,120293124,0.7409999966621399
RNU4-1,chr12,120293125,0.75
RNU4-1,chr12,120293126,0.8930000066757202
RNU4-1,chr12,120293127,0.9369999766349792
RNU4-1,chr12,120293128,0.953000009059906
RNU4-1,chr12,120293129,0.9580000042915344
RNU4-1,chr12,120293130,0.9570000171661377
RNU4-1,chr12,120293131,0.9430000185966492
RNU4-1,chr12,120293132,0.9079999923706055
RNU4-1,chr12,120293133,0.7919999957084656
RNU4-1,chr12,120293134,0.8299999833106995
RNU4-1,chr12,120293135,0.8389999866485596
RNU4-1,chr12,120293136,0.8759999871253967
RNU4-1,chr12,120293137,0.9129999876022339
RNU4-1,chr12,120293138,0.9240000247955322
RNU4-1,chr12,120293139,0.9729999899864197
RNU4-1,chr12,120293140,0.9919999837875366
RNU4-1,chr12,120293141,0.9980000257492065
RNU4-1,chr12,120293142,1.0
RNU4-1,chr12,120293143,1.0
RNU4-1,chr12,120293144,1.0
RNU4-1,chr12,120293145,1.0
RNU4-1,chr12,120293146,1.0
RNU4-1,chr12,120293147,1.0
RNU4-1,chr12,120293148,1.0
RNU4-1,chr12,120293149,1.0
RNU4-1,chr12,120293150,1.0
RNU4-1,chr12,120293151,1.0
RNU4-1,chr12,120293152,1.0
RNU4-1,chr12,120293153,1.0
RNU4-1,chr12,120293154,1.0
RNU4-1,chr12,120293155,1.0
RNU4-1,chr12,120293156,1.0
RNU4-1,chr12,120293157,1.0
RNU4-1,chr12,120293158,1.0
RNU4-1,chr12,120293159,1.0
RNU4-1,chr12,120293160,1.0
RNU4-1,chr12,120293161,1.0
RNU4-1,chr12,120293162,1.0
RNU4-1,chr12,120293163,1.0
RNU4-1,chr12,120293164,1.0
RNU4-1,chr12,120293165,1.0
RNU4-1,chr12,120293166,1.0
RNU4-1,chr12,120293167,1.0
RNU4-1,chr12,120293168,1.0
RNU4-1,chr12,120293169,1.0
RNU4-1,chr12,120293170,1.0
RNU4-1,chr12,120293171,1.0
RNU4-1,chr12,120293172,1.0
RNU4-1,chr12,120293173,1.0
RNU4-1,chr12,120293174,1.0
RNU4-1,chr12,120293175,1.0
RNU4-1,chr12,120293176,1.0
RNU4-1,chr12,120293177,1.0
RNU4-1,chr12,120293178,1.0
RNU4-1,chr12,120293179,1.0
RNU4-1,chr12,120293180,1.0
RNU4-1,chr12,120293181,1.0
RNU4-1,chr12,120293182,1.0
RNU4-1,chr12,120293183,1.0
RNU4-1,chr12,120293184,1.0
RNU4-1,chr12,120293185,1.0
RNU4-1,chr12,120293186,1.0
RNU4-1,chr12,120293187,1.0
RNU4-1,chr12,120293188,1.0
RNU4-1,chr12,120293189,1.0
RNU4-1,chr12,120293190,1.0
RNU4-1,chr12,120293191,1.0
RNU4-1,chr12,120293192,1.0
RNU4-1,chr12,120293193,1.0
RNU4-1,chr12,120293194,1.0
RNU4-1,chr12,120293195,1.0
RNU4-1,chr12,120293196,1.0
RNU4-1,chr12,120293197,1.0
RNU4-1,chr12,120293198,1.0
RNU4-1,chr12,120293199,1.0
RNU4-1,chr12,120293200,0.9980000257492065
RNU4-1,chr12,120293201,1.0
RNU4-1,chr12,120293202,1.0
RNU4-1,chr12,120293203,1.0
RNU4-1,chr12,120293204,1.0
RNU4-1,chr12,120293205,1.0
RNU4-1,chr12,120293206,1.0
RNU4-1,chr12,120293207,1.0
RNU4-1,chr12,120293208,1.0
RNU4-1,chr12,120293209,1.0
RNU4-1,chr12,120293210,1.0
RNU4-1,chr12,120293211,1.0
RNU4-1,chr12,120293212,1.0
RNU4-1,chr12,120293213,1.0
RNU4-1,chr12,120293214,1.0
RNU4-1,chr12,120293215,1.0
RNU4-1,chr12,120293216,1.0
RNU4-1,chr12,120293217,1.0
RNU4-1,chr12,120293218,1.0
RNU4-1,chr12,120293219,1.0
RNU4-1,chr12,120293220,1.0
RNU4-1,chr12,120293221,1.0
RNU4-1,chr12,120293222,1.0
RNU4-1,chr12,120293223,1.0
RNU4-1,chr12,120293224,1.0
RNU4-1,chr12,120293225,1.0
RNU4-1,chr12,120293226,1.0
RNU4-1,chr12,120293227,1.0
RNU4-1,chr12,120293228,1.0
RNU4-1,chr12,120293229,1.0
RNU4-1,chr12,120293230,1.0
RNU4-1,chr12,120293231,0.9990000128746033
RNU4-1,chr12,120293232,0.996999979019165
RNU4-1,chr12,120293233,0.9900000095367432
RNU4-1,chr12,120293234,0.9670000076293945
RNU4-1,chr12,120293235,0.8880000114440918
RNU4-1,chr12,120293236,0.6869999766349792
RNU4-1,chr12,120293237,0.017999999225139618
RNU4-2,chr12,120291763,1.0
RNU4-2,chr12,120291764,1.0
RNU4-2,chr12,120291765,1.0
RNU4-2,chr12,120291766,1.0
RNU4-2,chr12,120291767,1.0
RNU4-2,chr12,120291768,1.0
RNU4-2,chr12,120291769,1.0
RNU4-2,chr12,120291770,1.0
RNU4-2,chr12,120291771,1.0
RNU4-2,chr12,120291772,1.0
RNU4-2,chr12,120291773,1.0
RNU4-2,chr12,120291774,1.0
RNU4-2,chr12,120291775,1.0
RNU4-2,chr12,120291776,1.0
RNU4-2,chr12,120291777,1.0
RNU4-2,chr12,120291778,1.0
RNU4-2,chr12,120291779,1.0
RNU4-2,chr12,120291780,1.0
RNU4-2,chr12,120291781,1.0
RNU4-2,chr12,120291782,1.0
RNU4-2,chr12,120291783,1.0
RNU4-2,chr12,120291784,1.0
RNU4-2,chr12,120291785,1.0
RNU4-2,chr12,120291786,1.0
RNU4-2,chr12,120291787,1.0
RNU4-2,chr12,120291788,1.0
RNU4-2,chr12,120291789,1.0
RNU4-2,chr12,120291790,1.0
RNU4-2,chr12,120291791,1.0
RNU4-2,chr12,120291792,1.0
RNU4-2,chr12,120291793,1.0
RNU4-2,chr12,120291794,1.0
RNU4-2,chr12,120291795,1.0
RNU4-2,chr12,120291796,1.0
RNU4-2,chr12,120291797,1.0
RNU4-2,chr12,120291798,1.0
RNU4-2,chr12,120291799,1.0
RNU4-2,chr12,120291800,1.0
RNU4-2,chr12,120291801,1.0
RNU4-2,chr12,120291802,1.0
RNU4-2,chr12,120291803,1.0
RNU4-2,chr12,120291804,1.0
RNU4-2,chr12,120291805,1.0
RNU4-2,chr12,120291806,1.0
RNU4-2,chr12,120291807,1.0
RNU4-2,chr12,120291808,1.0
RNU4-2,chr12,120291809,1.0
RNU4-2,chr12,120291810,1.0
RNU4-2,chr12,120291811,1.0
RNU4-2,chr12,120291812,1.0
RNU4-2,chr12,120291813,1.0
RNU4-2,chr12,120291814,1.0
RNU4-2,chr12,120291815,0.9980000257492065
RNU4-2,chr12,120291816,1.0
RNU4-2,chr12,120291817,1.0
RNU4-2,chr12,120291818,1.0
RNU4-2,chr12,120291819,1.0
RNU4-2,chr12,120291820,1.0
RNU4-2,chr12,120291821,1.0
RNU4-2,chr12,120291822,1.0
RNU4-2,chr12,120291823,1.0
RNU4-2,chr12,120291824,1.0
RNU4-2,chr12,120291825,1.0
RNU4-2,chr12,120291826,1.0
RNU4-2,chr12,120291827,1.0
RNU4-2,chr12,120291828,1.0
RNU4-2,chr12,120291829,1.0
RNU4-2,chr12,120291830,1.0
RNU4-2,chr12,120291831,1.0
RNU4-2,chr12,120291832,1.0
RNU4-2,chr12,120291833,1.0
RNU4-2,chr12,120291834,1.0
RNU4-2,chr12,120291835,1.0
RNU4-2,chr12,120291836,1.0
RNU4-2,chr12,120291837,1.0
RNU4-2,chr12,120291838,1.0
RNU4-2,chr12,120291839,1.0
RNU4-2,chr12,120291840,1.0
RNU4-2,chr12,120291841,1.0
RNU4-2,chr12,120291842,1.0
RNU4-2,chr12,120291843,1.0
RNU4-2,chr12,120291844,1.0
RNU4-2,chr12,120291845,1.0
RNU4-2,chr12,120291846,1.0
RNU4-2,chr12,120291847,1.0
RNU4-2,chr12,120291848,1.0
RNU4-2,chr12,120291849,1.0
RNU4-2,chr12,120291850,1.0
RNU4-2,chr12,120291851,1.0
RNU4-2,chr12,120291852,1.0
RNU4-2,chr12,120291853,1.0
RNU4-2,chr12,120291854,1.0
RNU4-2,chr12,120291855,1.0
RNU4-2,chr12,120291856,1.0
RNU4-2,chr12,120291857,1.0
RNU4-2,chr12,120291858,1.0
RNU4-2,chr12,120291859,1.0
RNU4-2,chr12,120291860,1.0
RNU4-2,chr12,120291861,1.0
RNU4-2,chr12,120291862,1.0
RNU4-2,chr12,120291863,1.0
RNU4-2,chr12,120291864,1.0
RNU4-2,chr12,120291865,1.0
RNU4-2,chr12,120291866,1.0
RNU4-2,chr12,120291867,1.0
RNU4-2,chr12,120291868,1.0
RNU4-2,chr12,120291869,1.0
RNU4-2,chr12,120291870,1.0
RNU4-2,chr12,120291871,1.0
RNU4-2,chr12,120291872,1.0
RNU4-2,chr12,120291873,1.0
RNU4-2,chr12,120291874,1.0
RNU4-2,chr12,120291875,1.0
RNU4-2,chr12,120291876,1.0
RNU4-2,chr12,120291877,1.0
RNU4-2,chr12,120291878,1.0
RNU4-2,chr12,120291879,1.0
RNU4-2,chr12,120291880,1.0
RNU4-2,chr12,120291881,1.0
RNU4-2,chr12,120291882,1.0
RNU4-2,chr12,120291883,1.0
RNU4-2,chr12,120291884,1.0
RNU4-2,chr12,120291885,1.0
RNU4-2,chr12,120291886,1.0
