Gene,Chromosome,Position,Score
RNU1-1,chr1,16514122,0.47699999809265137
RNU1-1,chr1,16514123,0.6079999804496765
RNU1-1,chr1,16514124,0.6970000267028809
RNU1-1,chr1,16514125,0.7580000162124634
RNU1-1,chr1,16514126,0.800000011920929
RNU1-1,chr1,16514127,0.8289999961853027
RNU1-1,chr1,16514128,0.847000002861023
RNU1-1,chr1,16514129,0.8930000066757202
RNU1-1,chr1,16514130,0.9240000247955322
RNU1-1,chr1,16514131,0.9449999928474426
RNU1-1,chr1,16514132,0.9610000252723694
RNU1-1,chr1,16514133,0.9710000157356262
RNU1-1,chr1,16514134,0.9800000190734863
RNU1-1,chr1,16514135,0.9850000143051147
RNU1-1,chr1,16514136,0.9890000224113464
RNU1-1,chr1,16514137,0.9909999966621399
RNU1-1,chr1,16514138,0.9929999709129333
RNU1-1,chr1,16514139,0.9940000176429749
RNU1-1,chr1,16514140,0.9950000047683716
RNU1-1,chr1,16514141,0.9959999918937683
RNU1-1,chr1,16514142,0.9959999918937683
RNU1-1,chr1,16514143,0.9959999918937683
RNU1-1,chr1,16514144,0.9959999918937683
RNU1-1,chr1,16514145,0.9950000047683716
RNU1-1,chr1,16514146,0.9950000047683716
RNU1-1,chr1,16514147,0.9940000176429749
RNU1-1,chr1,16514148,0.9929999709129333
RNU1-1,chr1,16514149,0.9909999966621399
RNU1-1,chr1,16514150,0.9890000224113464
RNU1-1,chr1,16514151,0.9860000014305115
RNU1-1,chr1,16514152,0.9860000014305115
RNU1-1,chr1,16514153,0.9860000014305115
RNU1-1,chr1,16514154,0.9900000095367432
RNU1-1,chr1,16514155,0.9919999837875366
RNU1-1,chr1,16514156,0.9940000176429749
RNU1-1,chr1,16514157,0.9950000047683716
RNU1-1,chr1,16514158,0.9959999918937683
RNU1-1,chr1,16514159,0.996999979019165
RNU1-1,chr1,16514160,0.996999979019165
RNU1-1,chr1,16514161,0.996999979019165
RNU1-1,chr1,16514162,0.996999979019165
RNU1-1,chr1,16514163,0.9959999918937683
RNU1-1,chr1,16514164,0.9959999918937683
RNU1-1,chr1,16514165,0.9950000047683716
RNU1-1,chr1,16514166,0.9940000176429749
RNU1-1,chr1,16514167,0.9950000047683716
RNU1-1,chr1,16514168,0.9959999918937683
RNU1-1,chr1,16514169,0.996999979019165
RNU1-1,chr1,16514170,0.996999979019165
RNU1-1,chr1,16514171,0.996999979019165
RNU1-1,chr1,16514172,0.9980000257492065
RNU1-1,chr1,16514173,0.9980000257492065
RNU1-1,chr1,16514174,0.996999979019165
RNU1-1,chr1,16514175,0.996999979019165
RNU1-1,chr1,16514176,0.996999979019165
RNU1-1,chr1,16514177,0.9959999918937683
RNU1-1,chr1,16514178,0.9959999918937683
RNU1-1,chr1,16514179,0.9950000047683716
RNU1-1,chr1,16514180,0.9940000176429749
RNU1-1,chr1,16514181,0.9959999918937683
RNU1-1,chr1,16514182,0.9959999918937683
RNU1-1,chr1,16514183,0.996999979019165
RNU1-1,chr1,16514184,0.9980000257492065
RNU1-1,chr1,16514185,0.9980000257492065
RNU1-1,chr1,16514186,0.9980000257492065
RNU1-1,chr1,16514187,0.9980000257492065
RNU1-1,chr1,16514188,0.9980000257492065
