Gene,Chromosome,Position,Score
RNU12,chr22,42615244,0.9190000295639038
RNU12,chr22,42615245,0.9729999899864197
RNU12,chr22,42615246,0.9900000095367432
RNU12,chr22,42615247,0.9959999918937683
RNU12,chr22,42615248,0.9990000128746033
RNU12,chr22,42615249,1.0
RNU12,chr22,42615250,1.0
RNU12,chr22,42615251,1.0
RNU12,chr22,42615252,1.0
RNU12,chr22,42615253,1.0
RNU12,chr22,42615254,1.0
RNU12,chr22,42615255,1.0
RNU12,chr22,42615256,1.0
RNU12,chr22,42615257,1.0
RNU12,chr22,42615258,1.0
RNU12,chr22,42615259,1.0
RNU12,chr22,42615260,1.0
RNU12,chr22,42615261,1.0
RNU12,chr22,42615262,1.0
RNU12,chr22,42615263,1.0
RNU12,chr22,42615264,1.0
RNU12,chr22,42615265,1.0
RNU12,chr22,42615266,1.0
RNU12,chr22,42615267,1.0
RNU12,chr22,42615268,1.0
RNU12,chr22,42615269,1.0
RNU12,chr22,42615270,1.0
RNU12,chr22,42615271,1.0
RNU12,chr22,42615272,1.0
RNU12,chr22,42615273,1.0
RNU12,chr22,42615274,1.0
RNU12,chr22,42615275,1.0
RNU12,chr22,42615276,1.0
RNU12,chr22,42615277,1.0
RNU12,chr22,42615278,1.0
RNU12,chr22,42615279,1.0
RNU12,chr22,42615280,1.0
RNU12,chr22,42615281,1.0
RNU12,chr22,42615282,1.0
RNU12,chr22,42615283,1.0
RNU12,chr22,42615284,1.0
RNU12,chr22,42615285,1.0
RNU12,chr22,42615286,1.0
RNU12,chr22,42615287,1.0
RNU12,chr22,42615288,1.0
RNU12,chr22,42615289,1.0
RNU12,chr22,42615290,1.0
RNU12,chr22,42615291,1.0
RNU12,chr22,42615292,1.0
RNU12,chr22,42615293,1.0
RNU12,chr22,42615294,1.0
RNU12,chr22,42615295,1.0
RNU12,chr22,42615296,1.0
RNU12,chr22,42615297,1.0
RNU12,chr22,42615298,1.0
RNU12,chr22,42615299,1.0
RNU12,chr22,42615300,1.0
RNU12,chr22,42615301,1.0
RNU12,chr22,42615302,1.0
RNU12,chr22,42615303,0.9980000257492065
RNU12,chr22,42615304,0.9959999918937683
RNU12,chr22,42615305,0.9940000176429749
RNU12,chr22,42615306,0.9959999918937683
RNU12,chr22,42615307,0.9990000128746033
RNU12,chr22,42615308,1.0
RNU12,chr22,42615309,1.0
RNU12,chr22,42615310,1.0
RNU12,chr22,42615311,1.0
RNU12,chr22,42615312,1.0
RNU12,chr22,42615313,1.0
RNU12,chr22,42615314,1.0
RNU12,chr22,42615315,1.0
RNU12,chr22,42615316,1.0
RNU12,chr22,42615317,1.0
RNU12,chr22,42615318,1.0
RNU12,chr22,42615319,1.0
RNU12,chr22,42615320,1.0
RNU12,chr22,42615321,1.0
RNU12,chr22,42615322,1.0
RNU12,chr22,42615323,1.0
RNU12,chr22,42615324,0.9980000257492065
RNU12,chr22,42615325,0.996999979019165
RNU12,chr22,42615326,0.9990000128746033
RNU12,chr22,42615327,1.0
RNU12,chr22,42615328,1.0
RNU12,chr22,42615329,1.0
RNU12,chr22,42615330,1.0
RNU12,chr22,42615331,0.996999979019165
RNU12,chr22,42615332,0.9919999837875366
RNU12,chr22,42615333,0.9869999885559082
RNU12,chr22,42615334,0.9700000286102295
RNU12,chr22,42615335,0.9129999876022339
RNU12,chr22,42615336,0.7239999771118164
RNU12,chr22,42615337,0.09799999743700027
RNU12,chr22,42615338,0.0860000029206276
RNU12,chr22,42615339,0.03999999910593033
RNU12,chr22,42615340,0.020999999716877937
RNU12,chr22,42615341,0.014000000432133675
RNU12,chr22,42615342,0.00800000037997961
RNU12,chr22,42615343,0.003000000026077032
RNU12,chr22,42615344,0.004999999888241291
RNU12,chr22,42615345,0.6959999799728394
RNU12,chr22,42615346,0.8949999809265137
RNU12,chr22,42615347,0.9549999833106995
RNU12,chr22,42615348,0.9729999899864197
RNU12,chr22,42615349,0.9919999837875366
RNU12,chr22,42615350,0.996999979019165
RNU12,chr22,42615351,0.9990000128746033
RNU12,chr22,42615352,1.0
RNU12,chr22,42615353,1.0
RNU12,chr22,42615354,1.0
RNU12,chr22,42615355,1.0
RNU12,chr22,42615356,1.0
RNU12,chr22,42615357,1.0
RNU12,chr22,42615358,1.0
RNU12,chr22,42615359,1.0
RNU12,chr22,42615360,1.0
RNU12,chr22,42615361,1.0
RNU12,chr22,42615362,1.0
RNU12,chr22,42615363,1.0
RNU12,chr22,42615364,1.0
RNU12,chr22,42615365,1.0
RNU12,chr22,42615366,1.0
RNU12,chr22,42615367,1.0
RNU12,chr22,42615368,1.0
RNU12,chr22,42615369,1.0
RNU12,chr22,42615370,0.996999979019165
RNU12,chr22,42615371,0.9909999966621399
RNU12,chr22,42615372,0.9760000109672546
RNU12,chr22,42615373,0.9380000233650208
RNU12,chr22,42615374,0.8100000023841858
RNU12,chr22,42615375,0.7730000019073486
RNU12,chr22,42615376,0.6489999890327454
RNU12,chr22,42615377,0.23899999260902405
RNU12,chr22,42615378,0.210999995470047
RNU12,chr22,42615379,0.11299999803304672
RNU12,chr22,42615380,0.12099999934434891
RNU12,chr22,42615381,0.7170000076293945
RNU12,chr22,42615382,0.8970000147819519
RNU12,chr22,42615383,0.9670000076293945
RNU12,chr22,42615384,0.9879999756813049
RNU12,chr22,42615385,0.9940000176429749
RNU12,chr22,42615386,0.9950000047683716
RNU12,chr22,42615387,0.9950000047683716
RNU12,chr22,42615388,0.9909999966621399
RNU12,chr22,42615389,0.9800000190734863
RNU12,chr22,42615390,0.9520000219345093
RNU12,chr22,42615391,0.8769999742507935
RNU12,chr22,42615392,0.6859999895095825
RNU12,chr22,42615393,0.05299999937415123
RNU12-2P,chrX,47132671,0.6470000147819519
RNU12-2P,chrX,47132672,0.6769999861717224
RNU12-2P,chrX,47132673,0.6980000138282776
RNU12-2P,chrX,47132674,0.7710000276565552
RNU12-2P,chrX,47132675,0.8270000219345093
RNU12-2P,chrX,47132676,0.8690000176429749
RNU12-2P,chrX,47132677,0.8989999890327454
RNU12-2P,chrX,47132678,0.9210000038146973
RNU12-2P,chrX,47132679,0.9369999766349792
RNU12-2P,chrX,47132680,0.9490000009536743
RNU12-2P,chrX,47132681,0.9570000171661377
RNU12-2P,chrX,47132682,0.9639999866485596
RNU12-2P,chrX,47132683,0.9679999947547913
RNU12-2P,chrX,47132684,0.9710000157356262
RNU12-2P,chrX,47132685,0.972000002861023
RNU12-2P,chrX,47132686,0.972000002861023
RNU12-2P,chrX,47132687,0.972000002861023
RNU12-2P,chrX,47132688,0.9700000286102295
RNU12-2P,chrX,47132689,0.9660000205039978
RNU12-2P,chrX,47132690,0.9610000252723694
RNU12-2P,chrX,47132691,0.9539999961853027
RNU12-2P,chrX,47132692,0.9440000057220459
RNU12-2P,chrX,47132693,0.9290000200271606
RNU12-2P,chrX,47132694,0.9100000262260437
RNU12-2P,chrX,47132695,0.8820000290870667
RNU12-2P,chrX,47132696,0.843999981880188
RNU12-2P,chrX,47132697,0.7919999957084656
RNU12-2P,chrX,47132698,0.7210000157356262
RNU12-2P,chrX,47132699,0.6230000257492065
RNU12-2P,chrX,47132700,0.4869999885559082
RNU12-2P,chrX,47132701,0.34599998593330383
RNU12-2P,chrX,47132702,0.30300000309944153
RNU12-2P,chrX,47132703,0.25699999928474426
RNU12-2P,chrX,47132704,0.20800000429153442
RNU12-2P,chrX,47132705,0.15700000524520874
RNU12-2P,chrX,47132706,0.10300000011920929
RNU12-2P,chrX,47132707,0.028999999165534973
RNU12-2P,chrX,47132708,0.019999999552965164
RNU12-2P,chrX,47132709,0.017999999225139618
RNU12-2P,chrX,47132710,0.014000000432133675
RNU12-2P,chrX,47132711,0.007000000216066837
RNU12-2P,chrX,47132712,0.004999999888241291
RNU12-2P,chrX,47132713,0.004999999888241291
RNU12-2P,chrX,47132714,0.006000000052154064
RNU12-2P,chrX,47132715,0.006000000052154064
RNU12-2P,chrX,47132716,0.004000000189989805
RNU12-2P,chrX,47132717,0.004999999888241291
RNU12-2P,chrX,47132718,0.004000000189989805
RNU12-2P,chrX,47132719,0.0020000000949949026
RNU12-2P,chrX,47132720,0.006000000052154064
RNU12-2P,chrX,47132721,0.0430000014603138
RNU12-2P,chrX,47132722,0.07199999690055847
RNU12-2P,chrX,47132723,0.09399999678134918
RNU12-2P,chrX,47132724,0.15199999511241913
RNU12-2P,chrX,47132725,0.2939999997615814
RNU12-2P,chrX,47132726,0.3970000147819519
RNU12-2P,chrX,47132727,0.47099998593330383
RNU12-2P,chrX,47132728,0.5260000228881836
RNU12-2P,chrX,47132729,0.5680000185966492
RNU12-2P,chrX,47132730,0.6010000109672546
RNU12-2P,chrX,47132731,0.6240000128746033
RNU12-2P,chrX,47132732,0.6880000233650208
RNU12-2P,chrX,47132733,0.7350000143051147
RNU12-2P,chrX,47132734,0.7720000147819519
RNU12-2P,chrX,47132735,0.7979999780654907
