Gene,Median_Conservation,Max_Conservation
RNU6ATAC2P,0.2175000011920929,0.6610000133514404
RNU6ATAC3P,0.660999983549118,0.9100000262260436
RNU6ATAC4P,0.02899999916553497,0.2370000034570694
RNU6ATAC5P,0.7995000183582306,0.975000023841858
RNU6ATAC6P,0.03500000014901161,0.656000018119812
RNU6ATAC7P,0.01200000010430812,0.09200000017881392
RNU6ATAC8P,0.03599999845027923,0.2290000021457672
RNU6ATAC9P,0.01600000075995922,0.1770000010728836
RNU6ATAC10P,0.16899999976158142,0.828000009059906
RNU6ATAC11P,0.02099999971687793,0.2370000034570694
RNU6ATAC12P,0.0020000000949949,0.2590000033378601
RNU6ATAC13P,0.00999999977648258,0.07000000029802322
RNU6ATAC14P,0.01099999994039535,0.6759999990463257
RNU6ATAC15P,0.0040000001899898,0.04500000178813934
RNU6ATAC16P,0.47450000047683716,0.9929999709129332
RNU6ATAC17P,0.02899999916553497,0.10199999809265135
RNU6ATAC18P,0.08900000154972076,0.1710000038146973
RNU6ATAC19P,0.0089999996125698,0.04899999871850014
RNU6ATAC20P,0.06100000068545341,0.5619999766349792
RNU6ATAC21P,0.05250000022351742,0.8460000157356262
RNU6ATAC22P,0.00700000021606683,0.2460000067949295
RNU6ATAC23P,0.01899999938905239,0.6539999842643738
RNU6ATAC24P,0.00300000002607703,0.2189999967813492
RNU6ATAC25P,0.0729999989271164,0.37400001287460327
RNU6ATAC26P,0.05700000002980232,0.3580000102519989
RNU6ATAC27P,0.23899999260902405,0.8040000200271606
RNU6ATAC28P,0.00300000002607703,0.21299999952316284
RNU6ATAC29P,0.01899999938905239,0.10100000351667404
RNU6ATAC30P,0.00499999988824129,0.08799999952316284
RNU6ATAC31P,0.036000000312924385,0.2150000035762787
RNU6ATAC32P,0.029499999247491353,0.19599999487400055
RNU6ATAC33P,0.13000000268220901,0.38999998569488525
RNU6ATAC34P,0.01899999938905239,0.2939999997615814
RNU6ATAC35P,0.0040000001899898,0.44200000166893005
RNU6ATAC36P,0.04299999959766865,0.27300000190734863
RNU6ATAC37P,0.00499999988824129,0.777999997138977
RNU6ATAC38P,0.00750000029802322,0.21699999272823337
RNU6ATAC39P,0.01200000010430812,0.8870000243186951
RNU6ATAC40P,0.02899999916553497,0.4950000047683716
RNU6ATAC41P,0.0040000001899898,0.07500000298023224
RNU6ATAC42P,0.0020000000949949,0.05999999865889549
RNU6ATAC,1,1
