Gene,Chromosome,Position,Score
VTRNA2-2P,chr2,65555431,0.0
VTRNA2-2P,chr2,65555432,0.0
VTRNA2-2P,chr2,65555433,0.0010000000474974513
VTRNA2-2P,chr2,65555434,0.0020000000949949026
VTRNA2-2P,chr2,65555435,0.004000000189989805
VTRNA2-2P,chr2,65555436,0.00800000037997961
VTRNA2-2P,chr2,65555437,0.014000000432133675
VTRNA2-2P,chr2,65555438,0.027000000700354576
VTRNA2-2P,chr2,65555439,0.032999999821186066
VTRNA2-2P,chr2,65555440,0.04699999839067459
VTRNA2-2P,chr2,65555441,0.0560000017285347
VTRNA2-2P,chr2,65555442,0.05900000035762787
VTRNA2-2P,chr2,65555443,0.05999999865889549
VTRNA2-2P,chr2,65555444,0.0560000017285347
VTRNA2-2P,chr2,65555445,0.04899999871850014
VTRNA2-2P,chr2,65555446,0.03500000014901161
VTRNA2-2P,chr2,65555447,0.03099999949336052
VTRNA2-2P,chr2,65555448,0.023000000044703484
VTRNA2-2P,chr2,65555449,0.009999999776482582
VTRNA2-2P,chr2,65555450,0.004999999888241291
VTRNA2-2P,chr2,65555451,0.0020000000949949026
VTRNA2-2P,chr2,65555452,0.003000000026077032
VTRNA2-2P,chr2,65555453,0.003000000026077032
VTRNA2-2P,chr2,65555454,0.0010000000474974513
VTRNA2-2P,chr2,65555455,0.0
VTRNA2-2P,chr2,65555456,0.0
VTRNA2-2P,chr2,65555457,0.0
VTRNA2-2P,chr2,65555458,0.0
VTRNA2-2P,chr2,65555459,0.0010000000474974513
VTRNA2-2P,chr2,65555460,0.0020000000949949026
VTRNA2-2P,chr2,65555461,0.004999999888241291
VTRNA2-2P,chr2,65555462,0.006000000052154064
VTRNA2-2P,chr2,65555463,0.006000000052154064
VTRNA2-2P,chr2,65555464,0.012000000104308128
VTRNA2-2P,chr2,65555465,0.01600000075995922
VTRNA2-2P,chr2,65555466,0.01899999938905239
VTRNA2-2P,chr2,65555467,0.0430000014603138
VTRNA2-2P,chr2,65555468,0.057999998331069946
VTRNA2-2P,chr2,65555469,0.06700000166893005
VTRNA2-2P,chr2,65555470,0.08799999952316284
VTRNA2-2P,chr2,65555471,0.09700000286102295
VTRNA2-2P,chr2,65555472,0.10199999809265137
VTRNA2-2P,chr2,65555473,0.10000000149011612
VTRNA2-2P,chr2,65555474,0.09799999743700027
VTRNA2-2P,chr2,65555475,0.004999999888241291
