Gene,Chromosome,Position,Score
RNU4ATAC,chr2,121530881,0.9300000071525574
RNU4ATAC,chr2,121530882,0.9750000238418579
RNU4ATAC,chr2,121530883,0.9919999837875366
RNU4ATAC,chr2,121530884,0.996999979019165
RNU4ATAC,chr2,121530885,0.9990000128746033
RNU4ATAC,chr2,121530886,1.0
RNU4ATAC,chr2,121530887,1.0
RNU4ATAC,chr2,121530888,1.0
RNU4ATAC,chr2,121530889,1.0
RNU4ATAC,chr2,121530890,1.0
RNU4ATAC,chr2,121530891,1.0
RNU4ATAC,chr2,121530892,1.0
RNU4ATAC,chr2,121530893,1.0
RNU4ATAC,chr2,121530894,1.0
RNU4ATAC,chr2,121530895,1.0
RNU4ATAC,chr2,121530896,1.0
RNU4ATAC,chr2,121530897,1.0
RNU4ATAC,chr2,121530898,1.0
RNU4ATAC,chr2,121530899,1.0
RNU4ATAC,chr2,121530900,1.0
RNU4ATAC,chr2,121530901,1.0
RNU4ATAC,chr2,121530902,1.0
RNU4ATAC,chr2,121530903,1.0
RNU4ATAC,chr2,121530904,1.0
RNU4ATAC,chr2,121530905,1.0
RNU4ATAC,chr2,121530906,1.0
RNU4ATAC,chr2,121530907,1.0
RNU4ATAC,chr2,121530908,1.0
RNU4ATAC,chr2,121530909,1.0
RNU4ATAC,chr2,121530910,1.0
RNU4ATAC,chr2,121530911,0.9990000128746033
RNU4ATAC,chr2,121530912,0.996999979019165
RNU4ATAC,chr2,121530913,0.9919999837875366
RNU4ATAC,chr2,121530914,0.9750000238418579
RNU4ATAC,chr2,121530915,0.9160000085830688
RNU4ATAC,chr2,121530916,0.722000002861023
RNU4ATAC,chr2,121530917,0.05299999937415123
RNU4ATAC,chr2,121530918,0.052000001072883606
RNU4ATAC,chr2,121530919,0.041999999433755875
RNU4ATAC,chr2,121530920,0.006000000052154064
RNU4ATAC,chr2,121530921,0.004000000189989805
RNU4ATAC,chr2,121530922,0.578000009059906
RNU4ATAC,chr2,121530923,0.753000020980835
RNU4ATAC,chr2,121530924,0.9229999780654907
RNU4ATAC,chr2,121530925,0.9750000238418579
RNU4ATAC,chr2,121530926,0.9909999966621399
RNU4ATAC,chr2,121530927,0.9950000047683716
RNU4ATAC,chr2,121530928,0.9959999918937683
RNU4ATAC,chr2,121530929,0.9959999918937683
RNU4ATAC,chr2,121530930,0.9919999837875366
RNU4ATAC,chr2,121530931,0.996999979019165
RNU4ATAC,chr2,121530932,0.9990000128746033
RNU4ATAC,chr2,121530933,1.0
RNU4ATAC,chr2,121530934,1.0
RNU4ATAC,chr2,121530935,1.0
RNU4ATAC,chr2,121530936,1.0
RNU4ATAC,chr2,121530937,1.0
RNU4ATAC,chr2,121530938,1.0
RNU4ATAC,chr2,121530939,0.9990000128746033
RNU4ATAC,chr2,121530940,0.996999979019165
RNU4ATAC,chr2,121530941,0.9919999837875366
RNU4ATAC,chr2,121530942,0.9879999756813049
RNU4ATAC,chr2,121530943,0.9700000286102295
RNU4ATAC,chr2,121530944,0.9259999990463257
RNU4ATAC,chr2,121530945,0.9139999747276306
RNU4ATAC,chr2,121530946,0.8809999823570251
RNU4ATAC,chr2,121530947,0.8569999933242798
RNU4ATAC,chr2,121530948,0.7739999890327454
RNU4ATAC,chr2,121530949,0.7889999747276306
RNU4ATAC,chr2,121530950,0.8820000290870667
RNU4ATAC,chr2,121530951,0.9089999794960022
RNU4ATAC,chr2,121530952,0.9179999828338623
RNU4ATAC,chr2,121530953,0.9160000085830688
RNU4ATAC,chr2,121530954,0.8989999890327454
RNU4ATAC,chr2,121530955,0.8550000190734863
RNU4ATAC,chr2,121530956,0.699999988079071
RNU4ATAC,chr2,121530957,0.3019999861717224
RNU4ATAC,chr2,121530958,0.2669999897480011
RNU4ATAC,chr2,121530959,0.17399999499320984
RNU4ATAC,chr2,121530960,0.23999999463558197
RNU4ATAC,chr2,121530961,0.3240000009536743
RNU4ATAC,chr2,121530962,0.34700000286102295
RNU4ATAC,chr2,121530963,0.35199999809265137
RNU4ATAC,chr2,121530964,0.33799999952316284
RNU4ATAC,chr2,121530965,0.2800000011920929
RNU4ATAC,chr2,121530966,0.13099999725818634
RNU4ATAC,chr2,121530967,0.02800000086426735
RNU4ATAC,chr2,121530968,0.004000000189989805
RNU4ATAC,chr2,121530969,0.003000000026077032
RNU4ATAC,chr2,121530970,0.0010000000474974513
RNU4ATAC,chr2,121530971,0.0010000000474974513
RNU4ATAC,chr2,121530972,0.007000000216066837
RNU4ATAC,chr2,121530973,0.007000000216066837
RNU4ATAC,chr2,121530974,0.007000000216066837
RNU4ATAC,chr2,121530975,0.013000000268220901
RNU4ATAC,chr2,121530976,0.02800000086426735
RNU4ATAC,chr2,121530977,0.04500000178813934
RNU4ATAC,chr2,121530978,0.15600000321865082
RNU4ATAC,chr2,121530979,0.22300000488758087
RNU4ATAC,chr2,121530980,0.2290000021457672
RNU4ATAC,chr2,121530981,0.23999999463558197
RNU4ATAC,chr2,121530982,0.23499999940395355
RNU4ATAC,chr2,121530983,0.20499999821186066
RNU4ATAC,chr2,121530984,0.10400000214576721
RNU4ATAC,chr2,121530985,0.0010000000474974513
RNU4ATAC,chr2,121530986,0.003000000026077032
RNU4ATAC,chr2,121530987,0.3479999899864197
RNU4ATAC,chr2,121530988,0.45399999618530273
RNU4ATAC,chr2,121530989,0.8309999704360962
RNU4ATAC,chr2,121530990,0.9480000138282776
RNU4ATAC,chr2,121530991,0.984000027179718
RNU4ATAC,chr2,121530992,0.9950000047683716
RNU4ATAC,chr2,121530993,0.9980000257492065
RNU4ATAC,chr2,121530994,1.0
RNU4ATAC,chr2,121530995,1.0
RNU4ATAC,chr2,121530996,1.0
RNU4ATAC,chr2,121530997,1.0
RNU4ATAC,chr2,121530998,1.0
RNU4ATAC,chr2,121530999,1.0
RNU4ATAC,chr2,121531000,1.0
RNU4ATAC,chr2,121531001,1.0
RNU4ATAC,chr2,121531002,1.0
RNU4ATAC,chr2,121531003,0.9990000128746033
RNU4ATAC,chr2,121531004,0.996999979019165
RNU4ATAC,chr2,121531005,0.9900000095367432
RNU4ATAC,chr2,121531006,0.9660000205039978
RNU4ATAC,chr2,121531007,0.8949999809265137
RNU4ATAC2P,chr5,159318042,0.014999999664723873
RNU4ATAC2P,chr5,159318043,0.013000000268220901
RNU4ATAC2P,chr5,159318044,0.008999999612569809
RNU4ATAC2P,chr5,159318045,0.0020000000949949026
RNU4ATAC2P,chr5,159318046,0.0010000000474974513
RNU4ATAC2P,chr5,159318047,0.0010000000474974513
RNU4ATAC2P,chr5,159318048,0.0010000000474974513
RNU4ATAC2P,chr5,159318049,0.0010000000474974513
RNU4ATAC2P,chr5,159318050,0.0020000000949949026
RNU4ATAC2P,chr5,159318051,0.0010000000474974513
RNU4ATAC2P,chr5,159318052,0.003000000026077032
RNU4ATAC2P,chr5,159318053,0.003000000026077032
RNU4ATAC2P,chr5,159318054,0.004999999888241291
RNU4ATAC2P,chr5,159318055,0.004999999888241291
RNU4ATAC2P,chr5,159318056,0.006000000052154064
RNU4ATAC2P,chr5,159318057,0.008999999612569809
RNU4ATAC2P,chr5,159318058,0.009999999776482582
RNU4ATAC2P,chr5,159318059,0.009999999776482582
RNU4ATAC2P,chr5,159318060,0.010999999940395355
RNU4ATAC2P,chr5,159318061,0.009999999776482582
RNU4ATAC2P,chr5,159318062,0.014000000432133675
RNU4ATAC2P,chr5,159318063,0.014000000432133675
RNU4ATAC2P,chr5,159318064,0.013000000268220901
RNU4ATAC2P,chr5,159318065,0.014000000432133675
RNU4ATAC2P,chr5,159318066,0.014000000432133675
RNU4ATAC2P,chr5,159318067,0.013000000268220901
RNU4ATAC2P,chr5,159318068,0.009999999776482582
RNU4ATAC2P,chr5,159318069,0.004999999888241291
RNU4ATAC2P,chr5,159318070,0.004000000189989805
RNU4ATAC2P,chr5,159318071,0.004000000189989805
RNU4ATAC2P,chr5,159318072,0.008999999612569809
RNU4ATAC2P,chr5,159318073,0.014000000432133675
RNU4ATAC2P,chr5,159318074,0.01600000075995922
RNU4ATAC2P,chr5,159318075,0.023000000044703484
RNU4ATAC2P,chr5,159318076,0.02800000086426735
RNU4ATAC2P,chr5,159318077,0.029999999329447746
RNU4ATAC2P,chr5,159318078,0.03099999949336052
RNU4ATAC2P,chr5,159318079,0.028999999165534973
RNU4ATAC2P,chr5,159318080,0.026000000536441803
RNU4ATAC2P,chr5,159318081,0.020999999716877937
RNU4ATAC2P,chr5,159318082,0.013000000268220901
RNU4ATAC2P,chr5,159318083,0.014999999664723873
RNU4ATAC2P,chr5,159318084,0.014999999664723873
RNU4ATAC2P,chr5,159318085,0.017999999225139618
RNU4ATAC2P,chr5,159318086,0.019999999552965164
