Gene,Median_Conservation,Max_Conservation
VTRNA3-1P,0.4300000071525574,0.4620000123977661
VTRNA2-2P,0.04800000041723251,0.8849999904632568
MT-TA,0,0
MT-TC,0,0
MT-TD,0.0689999982714653,0.0729999989271164
MT-TE,0,0
MT-TF,0.06400000303983688,0.07900000363588333
MT-TG,0.12550000101327896,0.19599999487400055
MT-TH,-0.40700000524520874,0.4659999907016754
MT-TI,0,0
MT-TK,0.0689999982714653,0.0729999989271164
MT-TL1,0.0689999982714653,0.0729999989271164
MT-TL2,-0.3199999928474426,0.4659999907016754
MT-TM,0,0
MT-TN,0,0
MT-TP,0,0
MT-TQ,0,0
MT-TR,0.1850000023841858,0.19699999690055847
MT-TS1,0.0689999982714653,0.0729999989271164
MT-TS2,0.12800000607967377,0.4659999907016754
MT-TT,0,0
MT-TV,0.0689999982714653,0.21400000154972076
MT-TW,0,0
MT-TY,0,0
NMTRL-TAA2-1,0.20000000298023224,0.21400000154972076
NMTRL-TAA3-1,0.4009999930858612,0.4309999942779541
NMTRL-TAA5-1,0.1289999932050705,0.8199999928474426
NMTRL-TAA6-1,-0.4009999930858612,0.4110000133514404
NMTRP-TGG1-1,0.1289999932050705,0.1379999965429306
NMTRQ-CTG1-1,-0.0260000005364418,0.7879999876022339
NMTRQ-TTG1-1,-0.46349999308586126,0.4059999883174896
NMTRQ-TTG2-1,0.20000000298023224,0.21400000154972076
NMTRQ-TTG4-1,0.7039999961853027,0.7630000114440918
NMTRQ-TTG6-1,0.04800000041723251,0.8820000290870667
NMTRQ-TTG7-1,0.09000000357627869,0.09600000083446504
NMTRQ-TTG8-1,-1.0110000371932983,0.4839999973773956
NMTRQ-TTG9-1,0.06400000303983688,0.06700000166893005
NMTRQ-TTG10-1,0.44699999690055847,0.48100000619888306
NMTRQ-TTG11-1,0.1289999932050705,0.1379999965429306
NMTRQ-TTG12-1,0.36899998784065247,0.39899998903274536
NMTRQ-TTG13-1,0.17399999499320984,0.1860000044107437
NMTRQ-TTG15-1,0.08799999952316284,0.09300000220537186
NMTRS-TGA2-1,0.08399999886751175,0.08900000154972076
NMTRS-TGA3-1,0.11599999666213988,0.12399999797344208
NMTRV-TAC1-1,0.09000000357627869,0.09600000083446504
TRA-AGC1-1,0.3889999985694885,3.4749999046325684
TRA-AGC2-1,4.364999771118164,4.829999923706055
TRA-AGC2-2,4.364999771118164,4.829999923706055
TRA-AGC3-1,3.83899998664856,5.565999984741211
TRA-AGC4-1,3.968000054359436,5.538000106811523
TRA-AGC5-1,1.6194999814033508,4.60699987411499
TRA-AGC6-1,0.3710000067949295,3.4749999046325684
TRA-AGC7-1,0.3245000094175339,3.4639999866485596
TRA-AGC8-1,7.895999908447266,7.89900016784668
TRA-AGC8-2,7.132999897003174,7.890999794006348
TRA-AGC9-1,0.09000000357627869,2.9100000858306885
