Gene,Median_Conservation,Max_Conservation
RNU5A-1,1.8519999980926514,7.243000030517578
RNU5A-2P,0.04650000110268593,0.8840000033378601
RNU5A-3P,0.04600000008940697,0.8830000162124634
RNU5A-4P,0.04699999839067459,0.8830000162124634
RNU5A-5P,0.5759999752044678,0.6200000047683716
RNU5A-6P,-0.17900000512599945,1.3170000314712524
RNU5A-7P,0.023999999742954962,2.6570000648498535
RNU5A-8P,1.5175000429153442,6.552000045776367
RNU5B-1,4.858499765396118,7.49399995803833
RNU5B-2P,0.4449999928474426,0.7889999747276306
RNU5B-3P,0.0820000022649765,1.3609999418258667
RNU5B-4P,0.08799999952316284,3.89299988746643
RNU5B-5P,3.5999999046325684,7.163000106811523
RNU5B-6P,-0.27300000190734863,1.0190000534057615
RNU5D-1,5.560499906539917,8.083000183105469
RNU5D-2P,0,0
RNU5E-1,5.243499994277954,8.083000183105469
RNU5E-10P,0.7480000257492065,0.8100000023841858
RNU5E-2P,0.4620000123977661,3.1050000190734863
RNU5E-3P,0.7929999828338623,0.8840000033378601
RNU5E-4P,5.560499906539917,8.083000183105469
RNU5E-5P,0.44200000166893005,0.4749999940395355
RNU5E-6P,0.30300000309944153,6.7820000648498535
RNU5E-7P,0.04600000008940697,0.8820000290870667
RNU5E-8P,-0.27900001406669617,1.0269999504089355
RNU5E-9P,0.4560000002384186,0.8840000033378601
RNU5F-1,-0.6700000166893005,1.0019999742507937
RNU5F-2P,0.03500000014901161,0.8849999904632568
RNU5F-3P,0.04600000008940697,0.8849999904632568
RNU5F-4P,0.6700000166893005,0.859000027179718
RNU5F-5P,0.4620000123977661,0.8849999904632568
RNU5F-6P,0.0089999996125698,0.8259999752044678
RNU5F-7P,0.8159999847412109,0.8849999904632568
RNU5F-8P,0.03099999949336052,1.0190000534057615
