Gene,Median_Conservation,Max_Conservation
RNY1,3.180000066757202,6.738999843597412
RNY1P1,-0.08149999752640724,0.8840000033378601
RNY3,5.563999891281128,7.257999897003174
RNY3P1,0.4300000071525574,1.152999997138977
RNY4,3.8884999752044678,7.173999786376953
RNY4P1,0.03299999982118606,0.859000027179718
RNY5,2.631999969482422,7.651999950408936
RNY5P1,0.03500000014901161,0.9229999780654908
RNY1P2,-0.30000001192092896,1.3969999551773071
RNY3P2,0.4265000093728304,0.8849999904632568
RNY4P2,-0.03449999913573265,2.240000009536743
RNY5P2,0.2549999952316284,1.3079999685287476
RNY1P3,-0.00300000002607703,1.034000039100647
RNY3P3,-0.00949999969452619,1.3329999446868896
RNY4P3,0.0040000001899898,0.878000020980835
RNY5P3,0.1145000010728836,1.0190000534057615
RNY1P4,0.22599999606609344,2.678999900817871
RNY3P4,0.02400000020861625,0.9800000190734864
RNY4P4,0.4620000123977661,0.8849999904632568
RNY5P4,-0.00700000021606683,0.8759999871253967
RNY1P5,0.7540000081062317,0.8849999904632568
RNY3P5,0.04450000077486038,0.8849999904632568
RNY4P5,0.1289999932050705,0.1379999965429306
RNY5P5,-0.00700000021606683,1.0149999856948853
RNY1P6,0.7760000228881836,0.8849999904632568
RNY3P6,0.09399999678134918,1.5420000553131104
RNY4P6,0.45500001311302185,0.4889999926090241
RNY5P6,0.04699999839067459,0.8820000290870667
RNY1P7,0.4440000057220459,0.4779999852180481
RNY3P7,0.8130000233650208,0.8790000081062317
RNY4P7,0.026499999687075608,0.8769999742507935
RNY5P7,0.6790000200271606,0.7400000095367432
RNY1P8,0.6629999876022339,0.8849999904632568
RNY3P8,0.11349999904632568,1.8450000286102295
RNY4P8,0.06999999843537807,1.534000039100647
RNY5P8,0.4620000123977661,0.4959999918937683
RNY1P9,0.07999999821186066,1.0160000324249268
RNY3P9,0.04899999871850014,0.8849999904632568
RNY4P9,-0.01200000010430812,0.7910000085830688
RNY5P9,0.4555000066757202,1.6100000143051147
RNY1P10,0.06300000101327896,1.0180000066757202
RNY3P10,0.02300000004470348,1.5130000114440918
RNY4P10,0.8169999718666077,0.8849999904632568
RNY5P10,0.7459999918937683,0.8270000219345093
RNY1P11,0.03299999982118606,0.8849999904632568
RNY3P11,0.12949999421834946,1.0190000534057615
RNY4P11,0.44200000166893005,0.4749999940395355
RNY1P12,-0.01499999966472387,0.875
RNY3P12,0.4034999907016754,3.242000102996826
RNY1P13,0.03799999877810478,0.8690000176429749
RNY3P13,0.8100000023841858,0.8849999904632568
RNY4P13,0.4790000021457672,0.8849999904632568
RNY1P14,0.00700000021606683,0.8849999904632568
RNY3P14,-0.00600000005215406,1.1410000324249268
RNY4P14,0.04699999839067459,0.8840000033378601
RNY1P15,0.00800000037997961,0.8849999904632568
RNY3P15,0.34200000762939453,2.311000108718872
RNY4P15,0.04350000061094761,1.2610000371932983
RNY1P16,0.04600000008940697,0.8849999904632568
RNY3P16,0.04500000178813934,0.8790000081062317
RNY4P16,0.03800000064074993,0.8840000033378601
RNY4P17,-0.006999999750405545,0.8619999885559082
RNY4P18,0.4149999916553498,1.5470000505447388
RNY4P19,0.04800000041723251,0.8840000033378601
RNY4P20,0.03999999910593033,2.2950000762939453
RNY4P21,-0.4455000013113022,0.8849999904632568
RNY4P22,0.4000000059604645,0.42899999022483826
RNY4P23,0.8159999847412109,2.2219998836517334
RNY4P24,0.00850000022910535,1.128999948501587
RNY4P25,0.04699999839067459,2.6440000534057617
RNY4P26,0.8169999718666077,0.8849999904632568
RNY4P27,0.1004999978467822,0.8360000252723694
RNY4P28,0.04600000008940697,0.8820000290870667
RNY4P29,0.37700000405311584,0.40400001406669617
RNY4P30,0.3650000095367432,0.3910000026226044
RNY4P31,0.03700000047683716,0.8690000176429749
RNY4P34,0.04800000041723251,0.8840000033378601
RNY4P36,0.02099999971687793,0.8429999947547913
RNY4P37,0.036500001326203346,0.8849999904632568
