Gene,Median_Conservation,Max_Conservation
RNU4ATAC,0.975000023841858,1
RNU4ATAC2P,0.06650000065565109,0.531000018119812
RNU4ATAC3P,0.00499999988824129,0.23999999463558197
RNU4ATAC4P,0.0040000001899898,0.04899999871850014
RNU4ATAC5P,0.04700000025331974,0.8040000200271606
RNU4ATAC6P,0.00949999969452619,0.28299999237060547
RNU4ATAC7P,0.0040000001899898,0.12600000202655792
RNU4ATAC8P,0.0040000001899898,0.1120000034570694
RNU4ATAC9P,0.16350000351667404,0.9580000042915344
RNU4ATAC10P,0.125,0.9020000100135804
RNU4ATAC11P,0.01099999994039535,0.9580000042915344
RNU4ATAC12P,0.00100000004749745,0.0089999996125698
RNU4ATAC13P,0.03749999962747097,0.3959999978542328
RNU4ATAC14P,0.00300000002607703,0.07000000029802322
RNU4ATAC15P,0.23999999463558197,0.8610000014305115
RNU4ATAC16P,0.020499999634921544,0.6340000033378601
RNU4ATAC17P,0.0040000001899898,0.11100000143051147
RNU4ATAC18P,0.04500000178813934,0.1509999930858612
